domain,direction,source_text,target_text,quality_flags,len_ratio,flag_duplicate,english_score_src,english_score_tgt,fijian_score_src,fijian_score_tgt
bible,en->fj,"and god said, let the earth bring forth grass, the herb yielding seed, and the fruit tree yielding fruit after his kind, whose seed is in itself, upon the earth: and it was so.","na kalou sa qai tukuna, ""na vanua me vakatubura mai na veico, na veisenikau kei na botebotekoro sa vakasorena, na veivunikau sa vakavuana ena kena veimataqali sa tiko e loma na sorena, "" sa yaco me vakakina.",,1.1761363636363635,False,0.3235294117647059,0.0,0.0,0.3333333333333333
bible,en->fj,"and the earth brought forth grass, and herb yielding seed after his kind, and the tree yielding fruit, whose seed was in itself, after his kind: and god saw that it was good.","sa tubu mai na veico, na veisenikau, na botebotekoro vakasorena na kena veimataqali, na veivunikau vakavuana sa tiko e loma na sorena ena kena veimataqali. na kalou sa raica ni sa vinaka.",,1.0747126436781609,False,0.3333333333333333,0.0,0.0,0.34375
bible,en->fj,and the evening and the morning were the third day.,"sa karobo, ka sa mataka tale na i katolu ni siga.",,1.0408163265306123,False,0.6,0.09090909090909091,0.0,0.2727272727272727
bible,en->fj,"and god said, let there be lights in the firmament of the heaven to divide the day from the night; and let them be for signs, and for seasons, and for days, and years:","na kalou sa tukuna tale, ""me dua na rarama me tiko mai lomalagi, me wasea na siga mai na bogi, me vakatakilakila ni veiveisau ni veitabadraki kei na veitaba-gauna, vakasiga ka vakayabaki talega;",,1.1616766467065869,False,0.5294117647058824,0.0,0.0,0.4117647058823529
bible,en->fj,and let them be for lights in the firmament of the heaven to give light upon the earth: and it was so.,"""me rarama kina na veilomalagi ka me solia mai na rarama e vuravura. "" sa yaco me vakakina.",,1.120879120879121,False,0.5454545454545454,0.0,0.0,0.4117647058823529
bible,en->fj,"and god made two great lights; the greater light to rule the day, and the lesser light to rule the night: he made the stars also.","na kalou sa cakava e rua na rarama levu, na rarama levu me lewa na siga kei na rarama me lewa na bogi. sa bulia talega na veikalokalo.",,1.0387596899224807,False,0.38461538461538464,0.0,0.0,0.39285714285714285
bible,en->fj,"and god set them in the firmament of the heaven to give light upon the earth,","na kalou sa vakatikori ira na veirarama oqo ena veiyasana vakalomalagi, me ra solia mai na rarama ki vuravura,",,1.4285714285714286,False,0.4375,0.0,0.0,0.21052631578947367
bible,en->fj,"and to rule over the day and over the night, and to divide the light from the darkness: and god saw that it was good.","ka me ra lewa talega na siga kei na bogi, me ra wasea na rarama mai na butobuto. na kalou, ni sa raica oqo, sa vinaka vua.",,1.0427350427350428,False,0.64,0.0,0.0,0.4074074074074074
bible,en->fj,and the evening and the morning were the fourth day.,"oqo na karobo ni yakavi kei na mataka, sa i ka va ni siga.",,1.1153846153846154,False,0.6,0.07142857142857142,0.0,0.42857142857142855
bible,en->fj,"and god said, let the waters bring forth abundantly the moving creature that hath life, and fowl that may fly above the earth in the open firmament of heaven.","na kalou sa qai tukuna, ""me sa levu mai na wai, ka me levu talega mai na vei manumanu bula, me ra sa vuka mai na manumanu vuka e delai vuravura ka vukaca yani na veiyasana vakalomalagi. """,,1.1835443037974684,False,0.3448275862068966,0.0,0.0,0.2972972972972973
bible,en->fj,"and god created great whales, and every living creature that moveth, which the waters brought forth abundantly, after their kind, and every winged fowl after his kind: and god saw that it was good.","na kalou sa qai bulia na veimanumanu levu ni waitui kei na veika bula kecega era sinai tu mai na wailevu ena kena veimataqali, na vei manumanu kece vakatabana ena kena veimataqali. na kalou, ni sa raica oqo sa vinaka vua.",,1.1218274111675126,False,0.29411764705882354,0.0,0.0,0.24390243902439024
bible,en->fj,"and god blessed them, saying, be fruitful, and multiply, and fill the waters in the seas, and let fowl multiply in the earth.","na kalou sa qai vosa vakalouvinakataka na veika oqo ka tukuna, ""mo ni yagavakalevu ka vakavuqataki kemuni ka vakatawana na wai ni wasawasa kei na manumanu vuka me levu sara e vuravura. """,,1.488,False,0.43478260869565216,0.0,0.0,0.40625
bible,en->fj,and the evening and the morning were the fifth day.,sa qai karobo na yakavi ka mataka tale ni kalima ni siga.,,1.1176470588235294,False,0.6,0.0,0.0,0.3333333333333333
bible,en->fj,"and god said, let the earth bring forth the living creature after his kind, cattle, and creeping thing, and beast of the earth after his kind: and it was so.","na kalou sa qai tukuna, ""o vuravura me kauta mai na veika bula me vaka na kena veimataqali na manumanu yavai va, na veimanumanu kece sa qasi voli, na veimanumanu kila ni veikau, o ira kece oqo kei na kena veimataqali, "" sa yaco me vakakina.",,1.5286624203821657,False,0.3333333333333333,0.0,0.0,0.26666666666666666
bible,en->fj,"and god made the beast of the earth after his kind, and cattle after their kind, and every thing that creepeth upon the earth after his kind: and god saw that it was good.","na kalou sa bulia na veimanumanu ni vuravura me vaka na kena veimataqali, na bulumakau, na veika sa qasi voli, na veimanumanu kila ni vanua, me vaka na kedra dui veimataqali. na kalou ni sa raica oqo, sa vinaka dina.",,1.263157894736842,False,0.38235294117647056,0.0,0.0,0.35
bible,en->fj,"and god said, let us make man in our image, after our likeness: and let them have dominion over the fish of the sea, and over the fowl of the air, and over the cattle, and over all the earth, and over every creeping thing that creepeth upon the earth.","na kalou sa tukuna, ""medatou bulia mada na tamata me vakataki kedatou, me rairai vakataki kedatou, me ra lewa na vei ika kecega mai wai, na veimanumanu vuka e macawa kei na manumanu kecega ni vanua kei na veika kecega sa qasi voli e delai vuravura. """,,1.004,False,0.48,0.0,0.0,0.30434782608695654
bible,en->fj,"so god created man in his own image, in the image of god created he him; male and female created he them.","na kalou, sa qai bulia na tamata me vakataki koya ga, e nai rairai ga e va-kalou, na kalou sa bulia kina na tamata, na tagane kei na yalewa sa bulia o koya.",,1.4857142857142858,False,0.3181818181818182,0.0,0.0,0.35294117647058826
bible,en->fj,"and god blessed them, and god said unto them, be fruitful, and multiply, and replenish the earth, and subdue it: and have dominion over the fish of the sea, and over the fowl of the air, and over every living thing that moveth upon the earth.","na kalou sa vakalouvinakataki rau, ka sa tukuna vei rau, ""mo drau yagavakalevu ka vakalewelevutaki kemudrau, me vakatawai o vuravura ka me vakarorogo vei kemudrau; drau lewa na ika mai wai, na manumanu vuka e macawa, kei na veika kecega sa lako voli e delai vuravura. """,,1.1115702479338843,False,0.4782608695652174,0.0,0.0,0.2826086956521739
bible,en->fj,"and god said, behold, i have given you every herb bearing seed, which is upon the face of all the earth, and every tree, in the which is the fruit of a tree yielding seed; to you it shall be for meat.","na kalou sa tukuna, ""raica, au sa solia vei kemudrau na veico kei na veika sa tubu mai ena qele, ka vakasorena tiko kei na vei vunikau vakavuana sa tiko e loma na sorena, oqori me kakana.",,1.0695187165775402,False,0.4523809523809524,0.0,0.0,0.32432432432432434
bible,en->fj,"and to every beast of the earth, and to every fowl of the air, and to every thing that creepeth upon the earth, wherein there is life, i have given every green herb for meat: and it was so.","""na vei manumanu kece ni veikau kei na manumanu vuka ni macawa kei na veika kecega sa qasi voli e vuravura ka bula tiko, au sa solia vei ira na co kei na botebotekoro kecega sa tubu mai me kedra kakana; "" sa yaco me vakakina.",,1.1904761904761905,False,0.46153846153846156,0.0,0.0,0.3333333333333333
bible,en->fj,"and god saw every thing that he had made, and, behold, it was very good. and the evening and the morning were the sixth day.","na kalou, ni sa raica na veika kece sa cakava oti, io, sa dina, sa vinaka sara. sa qai karobo na yakavi ka mataka ni ka ono ni siga.",,1.064516129032258,False,0.48,0.0,0.0,0.3103448275862069
bible,en->fj,"thus the heavens and the earth were finished, and all the host of them.","na veilomalagi kei na vuravura, kei na ka kecega sa tiko kina, sa buli oti.",,1.056338028169014,False,0.5,0.0,0.0,0.4666666666666667
bible,en->fj,and on the seventh day god ended his work which he had made; and he rested on the seventh day from all his work which he had made.,"ena i kavitu ni siga, sa mai oti kina na nona cakacaka na kalou. sa vakacegu ena i kavitu ni siga na kalou mai na nona cakacaka kecega ni veibuli sa cakava oti.",,1.2307692307692308,False,0.35714285714285715,0.06060606060606061,0.0,0.21212121212121213
bible,en->fj,"and god blessed the seventh day, and sanctified it: because that in it he had rested from all his work which god created and made.","na kalou sa qai vakalouvinakataka nai kavitu ni siga ka vakatabuya, baleta ni sa vakacegu mai na nona cakacaka kecega sa cakava ka bulia na kalou.",,1.123076923076923,False,0.4,0.0,0.0,0.2692307692307692
bible,en->fj,"these are the generations of the heavens and of the earth when they were created, in the day that the lord god made the earth and the heavens,","oqo nai tukutuku ni veigauna kei lomalagi kei vuravura, ena gauna rau sa buli kina, ena siga sa bulia kina na lomalagi kei na vuravura na kalou o jiova,",,1.0704225352112675,False,0.5714285714285714,0.0,0.0,0.2413793103448276
bible,en->fj,"and every plant of the field before it was in the earth, and every herb of the field before it grew: for the lord god had not caused it to rain upon the earth, and there was not a man to till the ground.","ni se bera ni tubu mai e dua na kau ena vanua se, e dua na co me tubu mai. na kalou o jiova e se bera ni vakavuna me tau mai na uca ki vuravura, ka e se bera ni tiko e dua na tamata me vakarautaka na qele;",,1.0098522167487685,False,0.4772727272727273,0.0,0.0,0.4
bible,en->fj,"but there went up a mist from the earth, and watered the whole face of the ground.",sa lako cake ga mai na tegu mai vuravura ka vakasuasuataka na qele taucoko.,,1.0933333333333333,False,0.4117647058823529,0.0,0.0,0.2857142857142857
bible,en->fj,"and the lord god formed man of the dust of the ground, and breathed into his nostrils the breath of life; and man became a living soul.",na kalou o jiova sa bulia na tamata mai na kuvu ni soso mai na qele ka solia nai cegu ni bula ki na ucuna; sa qai yaco me dua na ka bula na tamata.,,1.0888888888888888,False,0.4444444444444444,0.0,0.0,0.34285714285714286
bible,en->fj,and the lord god planted a garden eastward in eden; and there he put the man whom he had formed.,"na kalou o jiova sa tea e dua nai teitei ena tokalau kei iteni, sa qai vakatikora e kea na tamata sa bulia oti.",,1.15625,False,0.4,0.0,0.0,0.20833333333333334
bible,en->fj,"and out of the ground made the lord god to grow every tree that is pleasant to the sight, and good for food; the tree of life also in the midst of the garden, and the tree of knowledge of good and evil.","mai na qele, na kalou o jiova sa vakatubura mai kina na kau kecega sa vinaka ni laurai, ka sa vinaka talega ni laukana. na vunikau ni bula sa tiko talega ena loma ni teitei kei na vunikau talega sa kilai kina na vinaka kei na ca.",,1.1336633663366336,False,0.5116279069767442,0.0,0.0,0.3829787234042553
bible,en->fj,"and a river went out of eden to water the garden; and from thence it was parted, and became into four heads.",e dua na uciwai sa drodro mai iteni me vakasuasuataka na i teitei. mai iteni ga sa wase va mai kina na uciwai oqo.,,1.0555555555555556,False,0.5,0.041666666666666664,0.0,0.25
bible,en->fj,"the name of the first is pison: that is it which compasseth the whole land of havilah, where there is gold;","nai matai ni uciwai o pisoni, sa drodro yani ena vanua taucoko o avila, na vanua sa tiko kina na koula.",,1.0388349514563107,False,0.47619047619047616,0.0,0.0,0.19047619047619047
bible,en->fj,and the gold of that land is good: there is bdellium and the onyx stone.,"na koula ni vanua oqo sa rui vinaka. na vatu talei, na onikisa sa tu e kea.",,1.0416666666666667,False,0.5333333333333333,0.0,0.0,0.35294117647058826
bible,en->fj,and the name of the second river is gihon: the same is it that compasseth the whole land of ethiopia.,na yaca ni karua ni uciwai o kioni; oqo e curuma yani na vanua taucoko o kusi.,,1.294871794871795,False,0.55,0.0,0.0,0.29411764705882354
bible,en->fj,and the name of the third river is hiddekel: that is it which goeth toward the east of assyria. and the fourth river is euphrates.,"nai katolu ni uciwai o itekeli, na uciwai oqo sa lako yani vaka ki asiria. na i ka va ni uciwai na uferetisi.",,1.1926605504587156,False,0.52,0.043478260869565216,0.0,0.2608695652173913
bible,en->fj,"and the lord god took the man, and put him into the garden of eden to dress it and to keep it.",na kalou o jiova sa kauta na tamata ka biuti koya ena i teitei mai iteni me qarava ka maroroya.,,1.0106382978723405,False,0.5454545454545454,0.05,0.0,0.25
bible,en->fj,"and the lord god commanded the man, saying, of every tree of the garden thou mayest freely eat:","na kalou o jiova sa vakarota na tamata ka vaka: ""na veika kece sa tiko ena i teitei oqo mo kana mai kina;",,1.105263157894737,False,0.3333333333333333,0.043478260869565216,0.0,0.2608695652173913
bible,en->fj,"but of the tree of the knowledge of good and evil, thou shalt not eat of it: for in the day that thou eatest thereof thou shalt surely die.","""ia na vunikau ga ni kila na ka vinaka kei na ka ca, mo kua ni kania, na siga o na kania kina na vuana, o na mate dina. """,,1.1487603305785123,False,0.41379310344827586,0.0,0.0,0.5172413793103449
bible,en->fj,"and the lord god said, it is not good that the man should be alone; i will make him an help meet for him.","na kalou o jiova sa tukuna, ""sa sega ni vinaka vua na tamata me tiko duadua. au na cakava e dua na nonai i vukevuke me vakatautauvatataki kei koya. """,,1.4190476190476191,False,0.4166666666666667,0.034482758620689655,0.0,0.41379310344827586
bible,en->fj,"and out of the ground the lord god formed every beast of the field, and every fowl of the air; and brought them unto adam to see what he would call them: and whatsoever adam called every living creature, that was the name thereof.","na kalou o jiova sa bulia mai na qele na manumanu kecega ni vanua kei na manumanu vuka ni macawa ka kauta mai vei atama me raica se ena kacivi ira vakacava. na yaca ga sa kacivi ira kina o atama, sa yacadra sara ga.",,1.069767441860465,False,0.36363636363636365,0.0,0.0,0.26666666666666666
bible,en->fj,"and adam gave names to all cattle, and to the fowl of the air, and to every beast of the field; but for adam there was not found an help meet for him.","o atama sa vakayacani ira kece na manumanu yavai va kei na manumanu vuka kecega kei na manumanu kecega ni vanua. ia me baleti atama, sa sega ni kune e dua me tautauvata kei koya me rawa ni dau veivuke vua.",,1.3666666666666667,False,0.45454545454545453,0.0,0.0,0.34146341463414637
bible,en->fj,"and the lord god caused a deep sleep to fall upon adam, and he slept: and he took one of his ribs, and closed up the flesh instead thereof;",na kalou o jiova sa vakavuna e dua na moce bi vei atama ka sa moce lutu sara kina. na kalou sa taura mai e dua na sui ni sarisarina ka ubia vinaka tale na lewena.,,1.1654676258992807,False,0.3793103448275862,0.0,0.0,0.3055555555555556
bible,en->fj,"and the rib, which the lord god had taken from man, made he a woman, and brought her unto the man.","na kalou o jiova sa vakayagataka na sui nei atama me bulia kina na yalewa, ka sa kauta sara mai vua na tamata.",,1.1224489795918366,False,0.38095238095238093,0.0,0.0,0.2608695652173913
bible,en->fj,"and adam said, this is now bone of my bones, and flesh of my flesh: she shall be called woman, because she was taken out of man.","sa tukuna sara o atama: ""oqo na sui mai na suiqu, na lewe mai na lewequ, sa na yalewa o koya, baleta ni a wasei mai vua na tagane. """,,1.03125,False,0.48148148148148145,0.034482758620689655,0.0,0.2413793103448276
bible,en->fj,"therefore shall a man leave his father and his mother, and shall cleave unto his wife: and they shall be one flesh.","oqo, na vuna, ena biuta kina na tamana kei na tia na tagane ka sema vei yalewa (watina), me rau sa yago vata.",,1.055045871559633,False,0.2727272727272727,0.0,0.0,0.30434782608695654
bible,en->fj,"and they were both naked, the man and his wife, and were not ashamed.","e rau sa luvawale ruarua tu na tagane kei na watina, e rau sa sega ni madua kina.",,1.173913043478261,False,0.5,0.0,0.0,0.3888888888888889
bible,en->fj,"now the serpent was more subtil than any beast of the field which the lord god had made. and he said unto the woman, yea, hath god said, ye shall not eat of every tree of the garden?","na gata sa dauveivakaisini sara, mai vei ira kecega na manumanu ni vanua sa bulia na kalou o jiova. na gata sa tukuna vua na yalewa ka vaka: ""sa tukuna dina na kalou, 'mo drau kua ni kana mai na vunikau kecega sa tu ena i teitei'? """,,1.2747252747252746,False,0.2894736842105263,0.02127659574468085,0.0,0.2127659574468085
bible,en->fj,"and the woman said unto the serpent, we may eat of the fruit of the trees of the garden:","sa tukuna mai na yalewa vua na gata, ""keirau na kana mai na kau kecega sa tu ena i teitei;",,1.0227272727272727,False,0.5263157894736842,0.05,0.0,0.2
bible,en->fj,"but of the fruit of the tree which is in the midst of the garden, god hath said, ye shall not eat of it, neither shall ye touch it, lest ye die.","""ia, na vuanikau mai na vunikau ga sa tiko e na loma donu ni teitei, sa tukuna na kalou, 'mo drau kakua ni kania, se mo drau tara, de drau mate. '""",,1.0208333333333333,False,0.375,0.0,0.0,0.3125
bible,en->fj,"and the serpent said unto the woman, ye shall not surely die:","sa tukuna mai na gata vua na yalewa, ""drau na sega dina ni mate.",,1.0491803278688525,False,0.25,0.0,0.0,0.35714285714285715
bible,en->fj,"for god doth know that in the day ye eat thereof, then your eyes shall be opened, and ye shall be as gods, knowing good and evil.","""ni sa kila na kalou, mai na siga drau na kania kina, ena rai na matamudrau, drau na vakatalega na kalou ena nomudrau kila na veika vinaka kei na veika ca. """,,1.2170542635658914,False,0.37037037037037035,0.0,0.0,0.3548387096774194
bible,en->fj,"and when the woman saw that the tree was good for food, and that it was pleasant to the eyes, and a tree to be desired to make one wise, she took of the fruit thereof, and did eat, and gave also unto her husband with her; and he did eat.","na yalewa, ni sa raica na vunikau, ni sa vinaka me kakana, ka sa vinaka talega ki na mata, sa domona talega na vunikau me vuku kina, sa tauca sara na vuana ka kania. sa solia talega vei watina e rau sa tiko vata, sa kana talega o tagane.",,1.0,False,0.49019607843137253,0.0,0.0,0.30612244897959184
bible,en->fj,"and the eyes of them both were opened, and they knew that they were naked; and they sewed fig leaves together, and made themselves aprons.","sa qai rai na matadrau, ka rau sa kila ni rau sa luvawale ruarua. e rau sa cula vata na drau ni lolo me nodrau i sulu.",,1.1694915254237288,False,0.48,0.037037037037037035,0.0,0.25925925925925924
bible,en->fj,and they heard the voice of the lord god walking in the garden in the cool of the day: and adam and his wife hid themselves from the presence of the lord god amongst the trees of the garden.,"e rau sa qai rogoca na rorogo ni nona veilakoyaki voli na kalou o jiova ena loma ni teitei ena batabata vinaka ni siga, ka rau sa vunitaki rau mai na mata ni kalou o jiova ena veivunikau ni teitei.",,1.0368421052631578,False,0.5128205128205128,0.0,0.0,0.275
bible,en->fj,"and the lord god called unto adam, and said unto him, where art thou?","sa kaci yani na kalou o jiova vei atama ka vaka: ""o sa tiko e vei? """,,1.0147058823529411,False,0.21428571428571427,0.0,0.0,0.25
bible,en->fj,"and he said, i heard thy voice in the garden, and i was afraid, because i was naked; and i hid myself.","sa sauma mai o atama ka vaka: ""au sa rogoca na domomuni e nai teitei, ka au sa rere vakalevu baleta ni'u sa luvawale tu, au sa qai vuni. """,,1.3529411764705883,False,0.5454545454545454,0.0,0.0,0.1724137931034483
bible,en->fj,"and he said, who told thee that thou wast naked? hast thou eaten of the tree, whereof i commanded thee that thou shouldest not eat?","na kalou o jiova sa taro tale mai, ""o cei e tukuna ni o sa luvawale tu? o sa kana beka mai na vunikau, au a vakarota vei iko mo kua ni kana mai kina? """,,1.1526717557251909,False,0.28,0.02857142857142857,0.0,0.17142857142857143
bible,en->fj,"and the man said, the woman whom thou gavest to be with me, she gave me of the tree, and i did eat.","sa sauma mai na tamata, ""na yalewa ga o ni a solia mai vei au me keirau tiko vata, o koya ga sa solia mai vei au na vua ni vunikau oqo, au sa kania sara. """,,1.5656565656565657,False,0.4782608695652174,0.027777777777777776,0.08695652173913043,0.25
bible,en->fj,"and the lord god said unto the woman, what is this that thou hast done? and the woman said, the serpent beguiled me, and i did eat.","na kalou o jiova sa tukuna vua na yalewa, ""na cava sara mada oqo, o sa cakava? "" sa sauma na yalewa ka vaka: ""sa vakaisini au na gata, ka, au sa kana sara. """,,1.1984732824427482,False,0.4074074074074074,0.0,0.037037037037037035,0.21212121212121213
bible,en->fj,"and the lord god said unto the serpent, because thou hast done this, thou art cursed above all cattle, and above every beast of the field; upon thy belly shalt thou go, and dust shalt thou eat all the days of thy life:","na kalou o jiova sa tukuna vua na gata: ""baleta na veika o sa cakava oqo, o sa rukaki vakalevu cake kina mai vei ira na manumanu ni vanua; o na lako voli e ketemu, o na kania na kuvu ni qele ena veisiga kece o sa bula kina.",,1.0229357798165137,False,0.23255813953488372,0.0,0.0,0.22448979591836735
bible,en->fj,"and i will put enmity between thee and the woman, and between thy seed and her seed; it shall bruise thy head, and thou shalt bruise his heel.","au na vaka veimecakitaki iko kei na yalewa, o ira na nomu kawa kei na nona kawa; o koya ena vakamavoataka na ulumu, ka o na vakamavoataka na bukubuku ni yavana. """,,1.1408450704225352,False,0.35714285714285715,0.0,0.0,0.3548387096774194
bible,en->fj,"unto the woman he said, i will greatly multiply thy sorrow and thy conception; in sorrow thou shalt bring forth children; and thy desire shall be to thy husband, and he shall rule over thee.","na kalou o jiova sa tukuna talega vua na yalewa; ""au na vakalevutaka vei iko na rarawa ena gauna ni nomu kunekune; ena mosi levu, o na vakasucuma mai kina na gone; na nomu gagadre sa na tiko ga vua na watimu, ka ena vakatulewa tiko ga vei iko o koya. """,,1.3263157894736841,False,0.3142857142857143,0.0,0.0,0.29411764705882354
bible,en->fj,"and unto adam he said, because thou hast hearkened unto the voice of thy wife, and hast eaten of the tree, of which i commanded thee, saying, thou shalt not eat of it: cursed is the ground for thy sake; in sorrow shalt thou eat of it all the days of thy life;","na kalou o jiova sa tukuna vakaoqo vei atama, ""baleta ni o sa vakarorogo ki na domo i watimu, ka o sa kana mai na vunikau au a vakarota vei iko ka vaka, 'mo kua ni kana mai kina': ""sa rukaki na qele ena vukumu; o na buno ka oca ni o sa kana mai kina, ena veisiga kece ni nomu bula.",,1.084942084942085,False,0.3584905660377358,0.03225806451612903,0.0,0.1935483870967742
bible,en->fj,thorns also and thistles shall it bring forth to thee; and thou shalt eat the herb of the field;,"na co kei na kau vakavotona sa na basika mai ena vukumu, o na kania na botebotekoro era na tubu mai.",,1.0416666666666667,False,0.3684210526315789,0.0,0.0,0.3333333333333333
bible,en->fj,"in the sweat of thy face shalt thou eat bread, till thou return unto the ground; for out of it wast thou taken: for dust thou art, and unto dust shalt thou return.","ena buno ni yadremu, o na qai kana madrai kina me yacova ni o sa lesu tale ki na qele, baleta ni o a kau ga mai na qele. ni o a kuvu ni soso ga, o na lesu tale ki na kuvu ni soso. """,,1.1104294478527608,False,0.2727272727272727,0.044444444444444446,0.0,0.3111111111111111
bible,en->fj,and adam called his wife's name eve; because she was the mother of all living.,"o atama sa kacivi na watina me o ivi, ni sa tinadra na bula.",,1.3,False,0.3333333333333333,0.0,0.0,0.2857142857142857
bible,en->fj,"unto adam also and to his wife did the lord god make coats of skins, and clothed them.","vei atama kei watina talega, sa cakava kina na kalou o jiova na kuli ni manumanu ka vakaisulutaki rau kina.",,1.244186046511628,False,0.2777777777777778,0.0,0.0,0.25
bible,en->fj,"and the lord god said, behold, the man is become as one of us, to know good and evil: and now, lest he put forth his hand, and take also of the tree of life, and eat, and live for ever:","na kalou o jiova sa tukuna, ""raica na tamata sa vakataki kedatou, me kila na vinaka kei na ca. oqo de qai taura talega na vua ni kau ni bula, ka kania, ena qai bula ka sega ni mudu""",,1.022099447513812,False,0.4146341463414634,0.0,0.0,0.358974358974359
bible,en->fj,"therefore the lord god sent him forth from the garden of eden, to till the ground from whence he was taken.","o koya oqo, sa vakatalai koya tani kina na kalou mai na nona i teitei mai iteni, me la'ki cukicuki ka teitei ki na vanua sa kau kina.",,1.2429906542056075,False,0.42857142857142855,0.03571428571428571,0.0,0.17857142857142858
bible,en->fj,"so he drove out the man; and he placed at the east of the garden of eden cherubims, and a flaming sword which turned every way, to keep the way of the tree of life.",sa vakatalai tani na tamata mai iteni ka sa vakatikora na jerupi ena tokalau ni teitei mai iteni kei na seleiwau yameyame ni bukawaqa sa veigoleyaki voli me rau yadrava na vunikau ni bula.,,1.146341463414634,False,0.45714285714285713,0.0,0.0,0.29411764705882354
bible,en->fj,"and adam knew eve his wife; and she conceived, and bare cain, and said, i have gotten a man from the lord.","o atama sa curumi ivi, ka sa mani kunekune sara o ivi, ka vakasucumi keni ka tukuna, ""au sa rawata e dua na tagane mai vei jiova. """,,1.2358490566037736,False,0.4090909090909091,0.0,0.0,0.18518518518518517
bible,en->fj,"and she again bare his brother abel. and abel was a keeper of sheep, but cain was a tiller of the ground.","sa vakasucu tale, oqo sa sucu o epeli na tacina. o epeli sa dau vakaraici ira na sipi, o keni sa dau teitei ena vanua.",,1.1238095238095238,False,0.45454545454545453,0.0,0.0,0.08
bible,en->fj,"and in process of time it came to pass, that cain brought of the fruit of the ground an offering unto the lord.","ni sa toso tiko na gauna, sa qai yaco me kauta mai o keni e so na i soro vuata ni vanua vei jiova.",,1.1326530612244898,False,0.5217391304347826,0.041666666666666664,0.0,0.2916666666666667
bible,en->fj,"and abel, he also brought of the firstlings of his flock and of the fat thereof. and the lord had respect unto abel and to his offering:","o epeli talega sa kauta mai na ulumatua ni nona sipi kei na kedra uro me i soro. o jiova, sa doka vakalevu nai soro nei epeli,",,1.0793650793650793,False,0.4444444444444444,0.037037037037037035,0.0,0.2222222222222222
bible,en->fj,"but unto cain and to his offering he had not respect. and cain was very wroth, and his countece fell.",sa sega ni taleitaki keni kei na nona i soro. sa cudru sara vakalevu o keni ka sa duatani mai na kena i rairai.,,1.099009900990099,False,0.3,0.08333333333333333,0.0,0.2916666666666667
bible,en->fj,"and the lord said unto cain, why art thou wroth? and why is thy countece fallen?","o jiova sa qai vosa vei keni ka vaka: ""na cava o via cudru kina? na cava na vuna sa duatani kina nai rairai ni matamu?",,1.475,False,0.25,0.0,0.0,0.19230769230769232
