domain,subdomain,source_id,source_doc,source_lang,target_lang,direction,source_text,target_text
conversational,years_9_10,conversational|years_9_10|00061,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,me musu kina na keke.,to cut the cake.
conversational,years_9_10,conversational|years_9_10|00062,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,ni bera ni o takoso e gaunisala.,before you cross the road.
conversational,years_9_10,conversational|years_9_10|00063,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,ni bera ni ko takoso e gaunisala.,before you cross the road.
conversational,years_9_10,conversational|years_9_10|00064,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,biuta e na tepeli.,put it on the table.
conversational,years_9_10,conversational|years_9_10|00066,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,ni oti na kana.,after meals.
conversational,years_9_10,conversational|years_9_10|00068,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,e cila na siga.,the sun is shining.
conversational,years_9_10,conversational|years_9_10|00069,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,eda rawa ni lako i/lai sisili i waitui.,we can swim in the sea.
conversational,years_9_10,conversational|years_9_10|00070,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,eda rawa ni lako i/lai tauni.,we can go to town.
conversational,years_9_10,conversational|years_9_10|00071,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,e tiko na toa vavi?,is there roast chicken?
conversational,years_9_10,conversational|years_9_10|00072,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,e vica na kena isau?,how much for the serve?
conversational,years_9_10,conversational|years_9_10|00073,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,me dua mai vei au.,i will have one serve.
conversational,years_9_10,conversational|years_9_10|00074,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,e tiko na palau toa?,is there chicken palau?
conversational,years_9_10,conversational|years_9_10|00077,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,e tiko na ika vakalolo kei na tavioka?,is there fish lolo and cassava?
conversational,years_9_10,conversational|years_9_10|00080,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,e kana vinaka na kakana.,the food is tasty.
conversational,years_9_10,conversational|years_9_10|00081,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,e vica na kena isau?,how much is the cost?
conversational,years_9_10,conversational|years_9_10|00083,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,qo na noqu koro.,this is my village.
conversational,years_9_10,conversational|years_9_10|00084,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,e tabu na cici e na gauna ni soqo.,running is not allowed during the ceremony.
conversational,years_9_10,conversational|years_9_10|00085,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,e tabu na dabe e katuba.,sitting at the door is not allowed.
conversational,years_9_10,conversational|years_9_10|00086,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,e tabu na kaikaila.,yelling is not allowed.
conversational,years_9_10,conversational|years_9_10|00087,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,qo na koro.,this is a village.
conversational,years_9_10,conversational|years_9_10|00088,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,e tabu na vakaisala.,wearing hat is not allowed.
conversational,years_9_10,conversational|years_9_10|00089,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,e tabu na kana colacola.,eating while walking is not allowed.
conversational,years_9_10,conversational|years_9_10|00090,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,e tabu na vakalukalu.,whistling is not allowed.
conversational,years_9_10,conversational|years_9_10|00092,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,vacava tiko?,how are you?
conversational,years_9_10,conversational|years_9_10|00093,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,au bulabula tiko.,i am good.
conversational,years_9_10,conversational|years_9_10|00094,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,e dua na ka au via tukuna vei iko.,i have something to tell you.
conversational,years_9_10,conversational|years_9_10|00095,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,sa daro na bose nimataka.,tomorrow’s meeting is cancelled.
conversational,years_9_10,conversational|years_9_10|00096,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,sa tosoi ki na siga lotulevu.,it is postponed to thursday.
conversational,years_9_10,conversational|years_9_10|00097,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,e na vanua kei na gauna vata ga.,at the same time and venue.
conversational,years_9_10,conversational|years_9_10|00098,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,na cava o bera mai kina i koronivuli?,why are you late to school?
conversational,years_9_10,conversational|years_9_10|00099,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,e a taubi na uca.,it was raining heavily.
conversational,years_9_10,conversational|years_9_10|00100,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,e a luvu na gaunisala.,the road was flooded.
conversational,years_9_10,conversational|years_9_10|00101,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,au a tauvimate.,i was sick.
conversational,years_9_10,conversational|years_9_10|00102,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,e coqa e rua na motoka.,two cars have collided.
conversational,years_9_10,conversational|years_9_10|00103,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,erau mavoa vakaca e lewe rua.,two people are badly injured.
conversational,years_9_10,conversational|years_9_10|00104,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,sa soli na ivakasala ni cagilaba.,this is a cyclone warning.
conversational,years_9_10,conversational|years_9_10|00105,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,musuka na tabanikau.,cut the tree branches.
conversational,years_9_10,conversational|years_9_10|00106,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,vakabira na shutters na katubaleka.,put shutters on the windows.
conversational,years_9_10,conversational|years_9_10|00107,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,o cei na yacadrau?,what are their names?
conversational,years_9_10,conversational|years_9_10|00108,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,na yacadrau o______kei_____.,their names are ____ and___.
conversational,years_9_10,conversational|years_9_10|00109,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,erau vakaitikotiko i vei?,where do they live?
conversational,years_9_10,conversational|years_9_10|00110,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,o tamaqu e yabaki ________.,my father is _____ years old.
conversational,years_9_10,conversational|years_9_10|00111,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,na cava o cakava e na siga vakarauwai?,what are you doing on saturday?
conversational,years_9_10,conversational|years_9_10|00112,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,e sega ni macala.,i am not sure.
conversational,years_9_10,conversational|years_9_10|00113,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,"ke draki vinaka, au na gade i baravi.","if the weather is fine, i will go to the beach."
conversational,years_9_10,conversational|years_9_10|00114,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,"ke draki ca, au na tiko ga i vale.","if the weather is not fine, i will stay home."
conversational,years_9_10,conversational|years_9_10|00115,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,vinaka na kakana.,thanks for the food.
conversational,years_9_10,conversational|years_9_10|00116,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,e kana vinaka dina.,its really tasty.
conversational,years_9_10,conversational|years_9_10|00117,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,vinaka na wainimoli.,thanks for the orange juice.
conversational,years_9_10,conversational|years_9_10|00118,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,vinaka vakalevu na lagasere.,thanks for the singing.
conversational,years_9_10,conversational|years_9_10|00119,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,vinaka vakalevu na sasamaki.,thanks for the cleaning.
conversational,years_9_10,conversational|years_9_10|00120,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,sa buto na bogi.,the night is dark.
conversational,years_9_10,conversational|years_9_10|00121,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,sa kaukaua sara na cagi.,the wind is getting stronger.
conversational,years_9_10,conversational|years_9_10|00122,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,na vei vunikau era sa sua.,trees are swaying.
conversational,years_9_10,conversational|years_9_10|00123,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,tawana na wai e na kuro.,fill the pot with water.
conversational,years_9_10,conversational|years_9_10|00124,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,"wakia na varasa, rokete, masima kei na tuna/baked beans.","mix chopped chillies, salt and tuna/baked beans."
conversational,years_9_10,conversational|years_9_10|00125,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,vakabatataka na madrai.,butter the bread.
conversational,years_9_10,conversational|years_9_10|00126,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,"biuta tale e dua na madrai e delana, musuka rua.",the sandwich into half.
