domain,subdomain,source_id,source_doc,source_lang,target_lang,direction,source_text,target_text
conversational,years_4_5,conversational|years_4_5|00062,Years 4 - 5_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,ants are tiny crawling insects.,era manumanu lalai na qasikalolo.
conversational,years_9_10,conversational|years_9_10|00001,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,hello.,ni bula vinaka.
conversational,years_9_10,conversational|years_9_10|00002,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,my name is maciu.,na yacaqu o maciu.
conversational,years_9_10,conversational|years_9_10|00003,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,i am from taveuni.,au gonetagane ni taveuni.
conversational,years_9_10,conversational|years_9_10|00004,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,i am years old.,au sa yabaki .
conversational,years_9_10,conversational|years_9_10|00005,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,my fathers name is luke.,na yacai tamaqu o luke.
conversational,years_9_10,conversational|years_9_10|00006,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,my mother’s name is mere.,na yacai tinaqu o mere.
conversational,years_9_10,conversational|years_9_10|00007,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,i am schooling at paradise secondary school.,au vuli tiko e paradise secondary school.
conversational,years_9_10,conversational|years_9_10|00008,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,i am in year .,au yabaki vakavuli.
conversational,years_9_10,conversational|years_9_10|00009,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,my teacher’s name is mr john.,na yacai noqu qasenivuli o master john.
conversational,years_9_10,conversational|years_9_10|00010,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,my favourite subject is english.,na noqu lesoni taleitaki na english.
conversational,years_9_10,conversational|years_9_10|00011,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,my favourite food is fish lolo and taro.,na kequ kakana taleitaki na ika vakalolo kei na dalo.
conversational,years_9_10,conversational|years_9_10|00013,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,my name is priya.,na yacaqu o priya.
conversational,years_9_10,conversational|years_9_10|00015,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,my father’s name is salesh.,na yacai tamaqu o salesh.
conversational,years_9_10,conversational|years_9_10|00016,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,my mother’s name is sunita.,na yacai tinaqu o sunita.
conversational,years_9_10,conversational|years_9_10|00017,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,i am schooling at lucky central college.,au vuli tiko e lucky central college.
conversational,years_9_10,conversational|years_9_10|00019,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,my teacher’s name is mrs atalifo.,na yacai noqu qasenivuli o mrs atalifo.
conversational,years_9_10,conversational|years_9_10|00020,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,my favourite subject is home economics.,na noqu lesoni taleitaki na home economics.
conversational,years_9_10,conversational|years_9_10|00021,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,my favourite food is roti and chicken curry.,na kequ kakana taleitaki na roti kei na kari toa.
conversational,years_9_10,conversational|years_9_10|00022,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,this is maciu.,qo o maciu.
conversational,years_9_10,conversational|years_9_10|00023,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,he is from taveuni.,e gonetagane ni taveuni.
conversational,years_9_10,conversational|years_9_10|00024,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,he is my friend.,e noqu itokani.
conversational,years_9_10,conversational|years_9_10|00025,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,he is years old.,e sa yabaki .
conversational,years_9_10,conversational|years_9_10|00026,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,he is schooling at paradise secondary school.,e vuli tiko e paradise secondary school.
conversational,years_9_10,conversational|years_9_10|00027,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,he is in year .,e tiko e na yabaki vakavuli.
conversational,years_9_10,conversational|years_9_10|00028,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,his teacher’s name is mr john.,na yacai nona qasenivuli o mr john.
conversational,years_9_10,conversational|years_9_10|00029,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,his favourite subject is english.,na nona lesoni taleitaki na english.
conversational,years_9_10,conversational|years_9_10|00030,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,his favourite food is fish lolo and taro.,na kena kakana taleitaki na ika vakalolo kei na dalo.
conversational,years_9_10,conversational|years_9_10|00031,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,this is fozmeen.,qo o fozmeen.
conversational,years_9_10,conversational|years_9_10|00032,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,she is from bua.,e goneyalewa ni bua.
conversational,years_9_10,conversational|years_9_10|00033,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,she is years old.,e sa yabaki .
conversational,years_9_10,conversational|years_9_10|00034,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,she is schooling at swiss central college.,e vuli tiko e swiss central college.
conversational,years_9_10,conversational|years_9_10|00035,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,she is in year .,e tiko e na yabaki vakavuli.
conversational,years_9_10,conversational|years_9_10|00036,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,her teacher’s name is mrs atalifo.,na yacai nona qasenivuli o mrs atalifo.
conversational,years_9_10,conversational|years_9_10|00037,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,her favourite subject is home economics.,na nona lesoni taleitaki na home economics.
conversational,years_9_10,conversational|years_9_10|00038,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,her favourite food is roti and chicken curry.,na kena kakana taleitaki na roti kei na kari toa.
conversational,years_9_10,conversational|years_9_10|00039,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,this is my grandmother.,qo o buqu.
conversational,years_9_10,conversational|years_9_10|00040,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,she is my father’s mother.,e tinai tamaqu o koya.
conversational,years_9_10,conversational|years_9_10|00041,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,her name is alice.,e yacana o alice.
conversational,years_9_10,conversational|years_9_10|00042,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,this is my grandfather.,qo o tukaqu.
conversational,years_9_10,conversational|years_9_10|00043,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,he is my mother’s father.,e tamai tinaqu o koya.
conversational,years_9_10,conversational|years_9_10|00044,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,his name is raju.,e yacana o raju.
conversational,years_9_10,conversational|years_9_10|00056,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,what you would like cakacaka cava o na tum bada hoike konchi,to be when you grow via cakava ni o sa bane mangta hai?
conversational,years_9_10,conversational|years_9_10|00057,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,"may i use your cup, please?",au rawa ni kerea nomu bilo?
conversational,years_9_10,conversational|years_9_10|00058,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,what for?,me kani cava?
conversational,years_9_10,conversational|years_9_10|00059,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,"may i use your knife, please?",au rawa ni kerea nomu isele?
conversational,years_9_10,conversational|years_9_10|00061,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,to cut the cake.,me musu kina na keke.
conversational,years_9_10,conversational|years_9_10|00062,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,before you cross the road.,ni bera ni o takoso e gaunisala.
conversational,years_9_10,conversational|years_9_10|00063,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,before you cross the road.,ni bera ni ko takoso e gaunisala.
conversational,years_9_10,conversational|years_9_10|00064,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,put it on the table.,biuta e na tepeli.
conversational,years_9_10,conversational|years_9_10|00066,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,after meals.,ni oti na kana.
conversational,years_9_10,conversational|years_9_10|00068,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,the sun is shining.,e cila na siga.
conversational,years_9_10,conversational|years_9_10|00069,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,we can swim in the sea.,eda rawa ni lako i/lai sisili i waitui.
conversational,years_9_10,conversational|years_9_10|00070,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,we can go to town.,eda rawa ni lako i/lai tauni.
conversational,years_9_10,conversational|years_9_10|00071,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,is there roast chicken?,e tiko na toa vavi?
conversational,years_9_10,conversational|years_9_10|00072,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,how much for the serve?,e vica na kena isau?
conversational,years_9_10,conversational|years_9_10|00073,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,i will have one serve.,me dua mai vei au.
conversational,years_9_10,conversational|years_9_10|00074,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,is there chicken palau?,e tiko na palau toa?
conversational,years_9_10,conversational|years_9_10|00077,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,is there fish lolo and cassava?,e tiko na ika vakalolo kei na tavioka?
conversational,years_9_10,conversational|years_9_10|00080,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,the food is tasty.,e kana vinaka na kakana.
conversational,years_9_10,conversational|years_9_10|00081,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,how much is the cost?,e vica na kena isau?
conversational,years_9_10,conversational|years_9_10|00083,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,this is my village.,qo na noqu koro.
conversational,years_9_10,conversational|years_9_10|00084,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,running is not allowed during the ceremony.,e tabu na cici e na gauna ni soqo.
conversational,years_9_10,conversational|years_9_10|00085,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,sitting at the door is not allowed.,e tabu na dabe e katuba.
conversational,years_9_10,conversational|years_9_10|00086,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,yelling is not allowed.,e tabu na kaikaila.
conversational,years_9_10,conversational|years_9_10|00087,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,this is a village.,qo na koro.
conversational,years_9_10,conversational|years_9_10|00088,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,wearing hat is not allowed.,e tabu na vakaisala.
conversational,years_9_10,conversational|years_9_10|00089,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,eating while walking is not allowed.,e tabu na kana colacola.
conversational,years_9_10,conversational|years_9_10|00090,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,whistling is not allowed.,e tabu na vakalukalu.
conversational,years_9_10,conversational|years_9_10|00092,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,how are you?,vacava tiko?
conversational,years_9_10,conversational|years_9_10|00093,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,i am good.,au bulabula tiko.
conversational,years_9_10,conversational|years_9_10|00094,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,i have something to tell you.,e dua na ka au via tukuna vei iko.
conversational,years_9_10,conversational|years_9_10|00095,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,tomorrow’s meeting is cancelled.,sa daro na bose nimataka.
conversational,years_9_10,conversational|years_9_10|00096,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,it is postponed to thursday.,sa tosoi ki na siga lotulevu.
conversational,years_9_10,conversational|years_9_10|00097,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,at the same time and venue.,e na vanua kei na gauna vata ga.
conversational,years_9_10,conversational|years_9_10|00098,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,why are you late to school?,na cava o bera mai kina i koronivuli?
conversational,years_9_10,conversational|years_9_10|00099,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,it was raining heavily.,e a taubi na uca.
conversational,years_9_10,conversational|years_9_10|00100,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,the road was flooded.,e a luvu na gaunisala.
conversational,years_9_10,conversational|years_9_10|00101,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,i was sick.,au a tauvimate.
conversational,years_9_10,conversational|years_9_10|00102,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,two cars have collided.,e coqa e rua na motoka.
conversational,years_9_10,conversational|years_9_10|00103,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,two people are badly injured.,erau mavoa vakaca e lewe rua.
conversational,years_9_10,conversational|years_9_10|00104,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,this is a cyclone warning.,sa soli na ivakasala ni cagilaba.
conversational,years_9_10,conversational|years_9_10|00105,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,cut the tree branches.,musuka na tabanikau.
conversational,years_9_10,conversational|years_9_10|00106,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,put shutters on the windows.,vakabira na shutters na katubaleka.
conversational,years_9_10,conversational|years_9_10|00107,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,what are their names?,o cei na yacadrau?
conversational,years_9_10,conversational|years_9_10|00108,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,their names are ____ and___.,na yacadrau o______kei_____.
conversational,years_9_10,conversational|years_9_10|00109,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,where do they live?,erau vakaitikotiko i vei?
conversational,years_9_10,conversational|years_9_10|00110,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,my father is _____ years old.,o tamaqu e yabaki ________.
conversational,years_9_10,conversational|years_9_10|00111,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,what are you doing on saturday?,na cava o cakava e na siga vakarauwai?
conversational,years_9_10,conversational|years_9_10|00112,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,i am not sure.,e sega ni macala.
conversational,years_9_10,conversational|years_9_10|00113,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,"if the weather is fine, i will go to the beach.","ke draki vinaka, au na gade i baravi."
conversational,years_9_10,conversational|years_9_10|00114,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,"if the weather is not fine, i will stay home.","ke draki ca, au na tiko ga i vale."
conversational,years_9_10,conversational|years_9_10|00115,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,thanks for the food.,vinaka na kakana.
conversational,years_9_10,conversational|years_9_10|00116,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,its really tasty.,e kana vinaka dina.
conversational,years_9_10,conversational|years_9_10|00117,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,thanks for the orange juice.,vinaka na wainimoli.
conversational,years_9_10,conversational|years_9_10|00118,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,thanks for the singing.,vinaka vakalevu na lagasere.
conversational,years_9_10,conversational|years_9_10|00119,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,thanks for the cleaning.,vinaka vakalevu na sasamaki.
conversational,years_9_10,conversational|years_9_10|00120,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,the night is dark.,sa buto na bogi.
conversational,years_9_10,conversational|years_9_10|00121,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,the wind is getting stronger.,sa kaukaua sara na cagi.
conversational,years_9_10,conversational|years_9_10|00122,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,trees are swaying.,na vei vunikau era sa sua.
conversational,years_9_10,conversational|years_9_10|00123,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,fill the pot with water.,tawana na wai e na kuro.
conversational,years_9_10,conversational|years_9_10|00124,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,"mix chopped chillies, salt and tuna/baked beans.","wakia na varasa, rokete, masima kei na tuna/baked beans."
conversational,years_9_10,conversational|years_9_10|00125,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,butter the bread.,vakabatataka na madrai.
conversational,years_9_10,conversational|years_9_10|00126,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,the sandwich into half.,"biuta tale e dua na madrai e delana, musuka rua."
conversational,years_9_10,conversational|years_9_10|00130,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,trees/vunikau/pedh,english vosa vakaviti fiji hindi
