domain,direction,sentence_type_fine,source_id,source_doc,source_text,ref,chatgpt,gemini,google_translate,microsoft_translate,notes
bible,en->fj,statement,bible|genesis|046|006,bible_genesis_verse__en2fj.csv,"and they took their cattle, and their goods, which they had gotten in the land of canaan, and came into egypt, jacob, and all his seed with him:","era sa kauta na nodra manumanu kei na nodra i yaya, era sa rawata ena vanua o kenani, ka lako sobu ki ijipita, o jekope kei ira kecega na nona kawa.","era raua na ta'eta'ika, kei na nodra iyau, e dau rawata na nodra i yaya ena vanua i Kena'ani, ka lako mai Eperu, o Jakopo, kei na nona tamata taucoko.","ka ra kauta na nodra manumanu kei na nodra iyau, era a rawata mai na vanua o Kenani, ka ra lako ki Ijipita, o Jekope kei na nona kawa taucoko vata kei koya.",,,
bible,en->fj,statement,bible|genesis|007|024,bible_genesis_verse__en2fj.csv,and the waters prevailed upon the earth an hundred and fifty days.,sa tiko ga na wai e vuravura me dua na drau limasagavulu na siga.,na na veivakaduata e na vanua e rui na ono narokai.,Kei na wai sa tiko e vuravura me dua na drau ka limasagavulu na siga.,,,
bible,en->fj,statement,bible|genesis|001|009,bible_genesis_verse__en2fj.csv,"and god said, let the waters under the heaven be gathered together unto one place, and let the dry land appear: and it was so.","na kalou sa tukuna, ""na wai kece ena ruku i lomalagi, me vakasoqoni kece ena dua na vanua, ka me basika mai na vanua mamaca; "" sa yaco me vakakina.","odalai koto, me ke tikaga ni bui koto e dua na, ka me caka na lomalagi e ra, a mei caka.","Ka sa kaya ko Kalou, Me soqoni vata na wai e ruku i lomalagi ki na dua na tikina, ka me rairai mai na vanua mamaca: a sa yaco vaka kina.",,,
bible,en->fj,statement,bible|genesis|045|003,bible_genesis_verse__en2fj.csv,"and joseph said unto his brethren, i am joseph; doth my father yet live? and his brethren could not answer him; for they were troubled at his presence.","sa tukuna o joseva vei ira na tacina, ""o au o joseva, e se bula tiko o tamaqu? "" era sa sega ni sauma rawa na tacina, ni ra sa kidacala e matana.","ka'u nei o Jozef ki na tickakai, e au o Jozef; e se mai na noqu matua? ka sa le mafai na tickakai e folafola mai ki a ia; no ni sa faigata i latou i tana tona.","A sa kaya ko Josefa vei iratou na tuakana, Oi au ko Josefa; sa bula tiko beka ga ko tamaqu? A ra sega ni sauma rawa vua na tuakana; ni ra sa domobula ena nona rairai.",,,
bible,en->fj,statement,bible|genesis|044|008,bible_genesis_verse__en2fj.csv,"behold, the money, which we found in our sacks' mouths, we brought again unto thee out of the land of canaan: how then should we steal out of thy lord's house silver or gold?","""raica keimami sa kauta lesu tale mai, mai na vanua o kenani nai lavo sa kune ena neimami taga, kila rawa vakacava me keimami butakoca na siliva se koula mai na vale ni neimami turaga?","Raica, na ilavo, e so na keimami sa a vulica mai na kuta, e lesu mai ki na nomu, mai na vanua ko Kanaa: a na cava, e rawa ni keimami sa curu mai na vale ni nomu gosowaqa na siliva se na za?","Raica mada, na ilavo ka keimami a kunea ena gusu ni neimami taga, keimami sa kauta lesu tale mai vei kemuni mai na vanua o Kenani: keimami na butako rawa vakacava gona na siliva se koula mai na vale ni nomuni turaga?",,,
bible,en->fj,statement,bible|genesis|031|005,bible_genesis_verse__en2fj.csv,"and said unto them, i see your father's countenance, that it is not toward me as before; but the god of my father hath been with me.","sa tukuna vei rau, ""au sa raica na nona veitokoni o tamamudrau “ni sa sega ni vinaka me vaka e liu, ia, na kalou i tamaqu sa tiko vata kei au.","ka me kaya vua, au raica na mata i tamana, ni sega ni tiko vei au me vaka na i lia; ia sa tiko na kalou i noqu tamana kei au.","ka sa tukuna vei iratou, au raica na mata i tamudra, ni sa sega ni vei au me vaka eliu; ia na Kalou ni tamaqu sa tiko vata kei au.",,,
bible,en->fj,statement,bible|genesis|042|015,bible_genesis_verse__en2fj.csv,"hereby ye shall be proved: by the life of pharaoh ye shall not go forth hence, except your youngest brother come hither.","""oqo dou sa na vakatovolei, me vaka sa bula o fero, dou na sega ni biuta na vanua vakavo, kevaka sa kau mai o koya e gone duadua.","Oni e na vuni: ena bula ni farao e na motifaka e ni yacova, me na yacova na noqu itubutubu.","Ena qai vakadinadinataki kemuni kina: Au bubului ena bula i Fero, dou na sega ni biubiu mai eke, kevaka dou sega ni kauta mai na tacimuni lailai duadua.",,,
bible,en->fj,statement,bible|genesis|040|006,bible_genesis_verse__en2fj.csv,"and joseph came in unto them in the morning, and looked upon them, and, behold, they were sad.","sa lako mai vei rau o joseva ena mataka, ka raici rau, sa raica ni rau sa rarawa sara vakalevu.","a e josefa sa qai uma i þeim ena bogi, a sa raica vei ira, a, e i koya, era sa loma loma.","Sa qai curu mai o Josefa vei iratou e na mataka, ka raici iratou, ia raica, eratou sa rarawa.",,,
bible,en->fj,statement,bible|genesis|008|018,bible_genesis_verse__en2fj.csv,"and noah went forth, and his sons, and his wife, and his sons' wives with him:","sa curu ki tuba o noa kei iratou na luvena tagane, o watina kei iratou na vugona.","ia na išoa ka lako, a ia ratou na tamaiti, a ia raua na wahine o tamaiti, ka tiko vata kei na nona.","A sa curumi mai ko Noa, kei ira na luvena, kei na watina, kei na wati ni luvena vata kei koya:",,,
bible,fj->en,statement,bible|genesis|041|041,bible_genesis_verse__fj2en.csv,"sa tukuna o fero vei joseva, ""raica au sa solia vei iko na lewa ena vanua taucoko o ijipita. ""","and pharaoh said unto joseph, see, i have set thee over all the land of egypt.","He said to Joseph, ""Look, I have given you authority over all the land of Egypt.""","Pharaoh said to Joseph, ""Behold, I have given you authority over the entire land of Egypt.""",,,
bible,fj->en,statement,bible|genesis|010|010,bible_genesis_verse__fj2en.csv,"nai tekitekivu ni nona matanitu sai pepeli, o ereki, o akadi kei kalanei, ena vanua o sina.","and the beginning of his kingdom was babel, and erech, and accad, and calneh, in the land of shinar.","The technical knowledge of its nation is vital, not only for today, but also for the future, in the land of tomorrow.","The beginning of his kingdom was Babel, Erech, Accad, and Calneh, in the land of Shinar.",,,
bible,fj->en,statement,bible|genesis|042|008,bible_genesis_verse__fj2en.csv,"sa kilai iratou na tacina o joseva, ia, o iratou e sega e ratou sega ni kilai koya.","and joseph knew his brethren, but they knew not him.","They knew the children of Joseph, but they did not know him.","Joseph recognized his brothers, but they did not recognize him.",,,
bible,fj->en,statement,bible|genesis|049|008,bible_genesis_verse__fj2en.csv,"""o juta, o iko, era na vakacerecerea na tacimu; na ligamu ena kidomoka na domodra na meca; o ira na luvei tamamu era na cuva ka vakarokoroko vei iko.","judah, thou art he whom thy brethren shall praise: thy hand shall be in the neck of thine enemies; thy father's children shall bow down before thee.","""oh my, oh you, they will disturb our peace; our ties will bind the strength of our enemies; those who are your own children will protect and defend you.""","Oh, you, you, your siblings will praise you; your hand will shatter the power of your enemies; the children of your father will bow down and worship you.",,,
bible,fj->en,statement,bible|genesis|025|019,bible_genesis_verse__fj2en.csv,"oqo na kawa nei aisake, na luvei eparaama. o eparaama sa vakasucumi vua o aisake.","and these are the generations of isaac, abraham's son: abraham begat isaac:","The son of Kawa is Aisake, and the daughter is Eparaama. Eparaama is being proposed to Aisake.","These are the generations of Isaac, Abraham's son. Abraham begat Isaac.",,,
bible,fj->en,statement,bible|genesis|009|011,bible_genesis_verse__fj2en.csv,"""au na vakatauyavutaka na noqu veiyalayalati vata kei iko: ena sega tale, sa na sega ni vakarusai tale o vuravura ena waluvu. """,and i will establish my covenant with you; neither shall all flesh be cut off any more by the waters of a flood; neither shall there any more be a flood to destroy the earth.,"""I will not give up my relationship with you: it will not, therefore, be destroyed again by the world in turmoil.""",I will establish my covenant with you: never again will the world be destroyed by a flood.,,,
bible,fj->en,statement,bible|genesis|033|004,bible_genesis_verse__fj2en.csv,"ia, o iso sa cici mai ka roqoti koya ka lele yani ki domona ka reguci jekope ka tagi, ni rau sa veitagicaki ena marau.","and esau ran to meet him, and embraced him, and fell on his neck, and kissed him: and they wept.","Yes, it is just like saying that when you run towards your goal, you will achieve everything you desire because you are surrounded by happiness.","And Esau ran to meet him, and embraced him, and fell on his neck, and kissed Jacob, and wept. And they wept together with joy.",,,
bible,fj->en,statement,bible|genesis|028|013,bible_genesis_verse__fj2en.csv,"o jiova sa tu mai cake ka tukuna: ""oi au o jiova na kalou i eparaama, na kalou i aisake. na qele o davoca tiko oqori, au na solia vei iko kei ira na nomu kawa.","and, behold, the lord stood above it, and said, i am the lord god of abraham thy father, and the god of isaac: the land whereon thou liest, to thee will i give it, and to thy seed;","""I am the Lord your God, who brought you out of Egypt, out of the land of slavery. You shall have no other gods before me.""","And Jehovah stood up and said: ""I am Jehovah, the God of Abraham, the God of Isaac. The land you are lying on, I will give to you and your descendants.""",,,
bible,fj->en,statement,bible|genesis|007|016,bible_genesis_verse__fj2en.csv,"o ira kece sa curu ki waqa, na ka tagane kei na ka yalewa “era sa curu ki waqa me vaka sa vakarota vei noa na kalou; o jiova sa sogolati noa talega e loma.","and they that went in, went in male and female of all flesh, as god had commanded him: and the lord shut him in.","The anger of the men and women ""has come forth as commanded by the gods; the devil has infiltrated as well.""","All who entered the ark, male and female, they entered the ark as God had commanded Noah; Jehovah also shut him in.",,,
bible,fj->en,statement,bible|genesis|046|017,bible_genesis_verse__fj2en.csv,"o ira na luvei aseri tagane: o jimina, o isua, o beria kei sera na luvena yalewa. o ira na luvei beria tagane, o eba kei malikieli.","and the sons of asher; jimnah, and ishuah, and isui, and beriah, and serah their sister: and the sons of beriah; heber, and malchiel.","the sons of the father are: jimina, isua, beria and also his daughter. the sons of beria are, eba and malikieli.","The sons of Aseri: Jimina, Isua, Beria and Sera his daughter. The sons of Beria: Eba and Malikieli.",,,
bible,fj->en,statement,bible|genesis|050|026,bible_genesis_verse__fj2en.csv,"sa mate o joseva ni sa yabaki dua na drau ka tini; era vakasuluma na yagona, ka, biuti koya tiko ena dua na kato ni mate mai ijipita. for other languages please go to www. wordproject. org","so joseph died, being an hundred and ten years old: and they embalmed him, and he was put in a coffin in egypt. for other languages please go to www. wordproject. org",The death of Joseph happened at the age of one hundred and ten; they embalmed his body and placed him in a coffin in Egypt.,"Joseph died when he was one hundred and ten years old; they embalmed his body, and placed him in a coffin in Egypt. for other languages please go to www. wordproject. org",,,
bible,fj->en,statement,bible|genesis|013|009,bible_genesis_verse__fj2en.csv,"""sa sega beka ni tu oqori e matamu na vanua taucoko? au kerea, me daru sa tawase, kevaka o sa lako ki nai mawi, au na lako ki nai matau, se o lako ki nai matau, au na lako ki nai mawi. ""","is not the whole land before thee? separate thyself, i pray thee, from me: if thou wilt take the left hand, then i will go to the right; or if thou depart to the right hand, then i will go to the left.","""Is there any reason that you are going to leave this place? I ask, let us divide, if you are going to the east, I will go to the west, or if you go to the west, I will go to the east.""","Isn't the whole world there before you? I ask that we part ways; if you go to the left, I will go to the right, or if you go to the right, I will go to the left.",,,
bible,fj->en,statement,bible|genesis|026|014,bible_genesis_verse__fj2en.csv,"ni sa taukena na qele ni manumanu, na qele ni bulumakau, ka sa levu sara na nona dauveiqaravi. era sa vuvutaki koya na kai filisitia.","for he had possession of flocks, and possession of herds, and great store of servants: and the philistines envied him.","As the earth of animals, the earth of cattle, is greatly its service. The Filisitia people have been oppressing him.","He owned livestock land and cattle land, and he had many servants. The Philistines envied him.",,,
bible,fj->en,statement,bible|genesis|049|024,bible_genesis_verse__fj2en.csv,"ia, sa kaukauwa tikoga na nona veqa ni dakai “na ligana sa vakaukauwataki mai vua na liga kaukauwa ni kalou i jekope (mai vua na i vakatawa levu na vatu kei isireli),","but his bow abode in strength, and the arms of his hands were made strong by the hands of the mighty god of jacob; (from thence is the shepherd, the stone of israel: )","Yes, the powerful hand of God has strengthened his mighty arm, as it is written (from the great stone and Israel),","And, his bow remained strong; ""his hands were strengthened by the mighty hand of the God of Jacob (by the great Shepherd, the Stone of Israel),""",,,
bible,fj->en,statement,bible|genesis|026|020,bible_genesis_verse__fj2en.csv,"o ira na dau susu manumanu mai qerari era sa veivala kei ira na dau susu manumanu nei aisake ka tukuna, ""na wai sa neimami"" sa vakayacani kina na wai o ya me eseki, baleta ni ra sa veivala kei koya.","and the herdmen of gerar did strive with isaac's herdmen, saying, the water is ours: and he called the name of the well esek; because they strove with him.","The spirit of the animal warriors from the village fought against the animal warriors of Aisake, and it was said, ""This water is ours,"" thus the water was named to be theirs, because they were battling with him.","The herdsmen from Gerar quarreled with Isaac's herdsmen and said, ""The water is ours."" So he called the well Esek, because they quarreled with him.",,,
bible,fj->en,statement,bible|genesis|042|030,bible_genesis_verse__fj2en.csv,"""na nodra turaga ena vanua, sa vosa vakaukauwa vei keitou, ka tukuna ni keitou sa lako yani me raica lo na vanua.","the man, who is the lord of the land, spake roughly to us, and took us for spies of the country.","""When their leaders in the land spoke strongly to us, they said that we were going to see the land.""","Their chief in the land spoke forcefully to us, telling us that we are to go and personally inspect the land.",,,
bible,fj->en,statement,bible|genesis|032|003,bible_genesis_verse__fj2en.csv,o jekope sa vakatala eso na mata vei iso na tacina ena vanua nei sia e itomi.,"and jacob sent messengers before him to esau his brother unto the land of seir, the country of edom.",I will send you the details of the place where you will meet your brother in his hometown.,Jacob sent messengers to Esau his brother in the land of Seir in Edom.,,,
bible,fj->en,statement,bible|genesis|003|011,bible_genesis_verse__fj2en.csv,"na kalou o jiova sa taro tale mai, ""o cei e tukuna ni o sa luvawale tu? o sa kana beka mai na vunikau, au a vakarota vei iko mo kua ni kana mai kina? ""","and he said, who told thee that thou wast naked? hast thou eaten of the tree, whereof i commanded thee that thou shouldest not eat?","the Lord Jehovah has again asked, ""who told you that you were naked? have you eaten from the tree that I commanded you not to eat from?""","Jehovah God asked again, ""Who told you that you are naked? Have you eaten from the tree that I commanded you not to eat from?""",,,
bible,fj->en,statement,bible|genesis|043|012,bible_genesis_verse__fj2en.csv,"""me vakaruataki nai lavo mo dou kauta me kau lesu nai lavo e kune ena nomudou taga, de a sega ni nakiti.","and take double money in your hand; and the money that was brought again in the mouth of your sacks, carry it again in your hand; peradventure it was an oversight:","""I will confirm the money for you to take back the money that is in your account, but it will not be delayed.""","The money you took must be repaid twofold, and the money found in your pocket must be returned, even if it was not intentional.",,,
bible,fj->en,statement,bible|genesis|002|024,bible_genesis_verse__fj2en.csv,"oqo, na vuna, ena biuta kina na tamana kei na tinana na tagane ka sema vei yalewa (watina), me rau sa yago vata.","therefore shall a man leave his father and his mother, and shall cleave unto his wife: and they shall be one flesh.","Thus, in the end, the son will leave both his father and mother and be united with his wife.","For this reason, a man will leave his father and mother and be united to his wife, so that the two may become one flesh.",,,
conversational,en->fj,greeting,conversational|years_9_10|00029,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,his favourite subject is english.,na nona lesoni taleitaki na english.,na nona i vakavalagi o ia o e angla.,O Vosa Vakaperitania na nona lesoni taleitaki.,,,
conversational,en->fj,greeting,conversational|years_9_10|00028,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,his teacher’s name is mr john.,na yacai nona qasenivuli o mr john.,na nona o koya o mr john.,Nona qasenivuli na yacana o Mr. John.,,,
conversational,en->fj,greeting,conversational|years_9_10|00001,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,hello.,ni bula vinaka.,bula.,Bula.,,,
conversational,en->fj,greeting,conversational|years_9_10|00030,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,his favourite food is fish lolo and taro.,na kena kakana taleitaki na ika vakalolo kei na dalo.,na nona i suka na kana o ika lolo kei na dalo.,Na nona kakana e taleitaka duadua na ika lolo kei na dalo.,,,
conversational,en->fj,greeting,conversational|years_9_10|00044,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,his name is raju.,e yacana o raju.,na nona o raju.,Nona yaca o Raju.,,,
conversational,en->fj,question,conversational|years_9_10|00081,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,how much is the cost?,e vica na kena isau?,e na cava na ilavo?,E vica na isa?,,,
conversational,en->fj,question,conversational|years_9_10|00107,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,what are their names?,o cei na yacadrau?,na cava na iratou yacana?,Cava na yacadra?,,,
conversational,en->fj,question,conversational|years_9_10|00058,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,what for?,me kani cava?,na cava?,Ena cava?,,,
conversational,en->fj,question,conversational|years_9_10|00109,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,where do they live?,erau vakaitikotiko i vei?,E na cava era tiko?,Era tiko evei?,,,
conversational,en->fj,question,conversational|years_9_10|00071,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,is there roast chicken?,e tiko na toa vavi?,e rawa ni paika na keke?,E tiko beka na toa vavi?,,,
conversational,en->fj,question,conversational|years_9_10|00092,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,how are you?,vacava tiko?,O cei na?,Sa vakacava?,,,
conversational,en->fj,question,conversational|years_9_10|00098,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,why are you late to school?,na cava o bera mai kina i koronivuli?,na cava e na nomu taura ki loma?,Na cava o vakaotara ki koronivuli?,,,
conversational,en->fj,question,conversational|years_4_5|00040,Years 4 - 5_Conversational Vosa VakaViti and Fiji Hindi.txt,do you have a flower garden at home/school?,e tiko nomudou loganisenikau mai vale/koronivuli?,o i ei mālūlū i totonu o le aiga/kolisi?,E tiko vei iko e dua na loga ni sena e vale se e koronivuli?,,,
conversational,en->fj,question,conversational|years_9_10|00111,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,what are you doing on saturday?,na cava o cakava e na siga vakarauwai?,o cei e keirau ena sataduri?,Na cava o na cakava tiko e na Vakarauwai?,,,
conversational,en->fj,question,conversational|years_9_10|00057,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,"may i use your cup, please?",au rawa ni kerea nomu bilo?,"E rawa niu vakayagataka na nomu kopa, bi obey?","Au rawa ni vakayagataka na nomu bilo, yalo vinaka?",,,
conversational,en->fj,question,conversational|years_9_10|00072,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,how much for the serve?,e vica na kena isau?,e na cava me baleta na sere?,E vica na kena i-sau ni i-sole?,,,
conversational,en->fj,question,conversational|years_4_5|00021,Years 4 - 5_Conversational Vosa VakaViti and Fiji Hindi.txt,what is your favourite fruit?,: na vuata cava o dau taleitaka?,ko e hūfanga ko e hāʻā?,Na cava na nomu vuanikau digovi?,,,
conversational,en->fj,question,conversational|years_4_5|00023,Years 4 - 5_Conversational Vosa VakaViti and Fiji Hindi.txt,what are some of the fruits readily available at your home?,: na vuata cava soti o rawa ni kunea mai vale?,na cava e dua na suca e dolava mai na nomu vale?,Cava eso na vuana e tiko rawarawa ena nomu vale?,,,
conversational,en->fj,question,conversational|years_9_10|00074,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,is there chicken palau?,e tiko na palau toa?,e dua na palau mokosoi?,E tiko beka na toa palau?,,,
conversational,en->fj,question,conversational|years_9_10|00077,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,is there fish lolo and cassava?,e tiko na ika vakalolo kei na tavioka?,e se tukuna lolo kei sadro?,E tiko na ika lolo kei na tavioka?,,,
conversational,en->fj,question,conversational|years_9_10|00059,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,"may i use your knife, please?",au rawa ni kerea nomu isele?,"E rawa niu vakayagataka na nomu ivi, yalovinaka?","Rawa ni'u vakayagataka na nomu isele, yalo vinaka?",,,
conversational,en->fj,statement,conversational|years_9_10|00023,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,he is from taveuni.,e gonetagane ni taveuni.,e tiko mai Taveuni.,E mai Taveuni o koya.,,,
conversational,en->fj,statement,conversational|years_9_10|00040,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,she is my father’s mother.,e tinai tamaqu o koya.,o ia o mums dad.,O koya na tinai tamaqu.,,,
conversational,en->fj,statement,conversational|years_9_10|00015,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,my father’s name is salesh.,na yacai tamaqu o salesh.,na nomu taci o salesh.,Na yaca i tamaqu o Salesh.,,,
conversational,en->fj,statement,conversational|years_9_10|00105,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,cut the tree branches.,musuka na tabanikau.,taba na cina.,Soki na taba vunikau.,,,
conversational,en->fj,statement,conversational|years_9_10|00061,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,to cut the cake.,me musu kina na keke.,me kauti na keiki.,me tiva na keke,,,
conversational,en->fj,statement,conversational|years_4_5|00032,Years 4 - 5_Conversational Vosa VakaViti and Fiji Hindi.txt,i have a long sleeve shirt and long pants.,e dua tiko na noqu sote ligabalavu kei na tarausese balavu.,E tiko na t-shirt ni savasava kei na paniti lasu.,Sa tiko vei au e dua na sote ni liga balavu kei na sitoa balavu.,,,
conversational,en->fj,statement,conversational|years_9_10|00016,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,my mother’s name is sunita.,na yacai tinaqu o sunita.,na vosa ni na matequ e dua o Sunita.,Na yaca i tinaqu o Sunita.,,,
