domain,subdomain,source_id,source_doc,source_lang,target_lang,direction,source_text,target_text
definition,definition,definition|000035,definition.xlsx::Sheet1,fj,en,fj->en,bili,bill
definition,definition,definition|000036,definition.xlsx::Sheet1,fj,en,fj->en,bilo,cup
definition,definition,definition|000037,definition.xlsx::Sheet1,fj,en,fj->en,bini,beans
definition,definition,definition|000038,definition.xlsx::Sheet1,fj,en,fj->en,bisinisi,business
definition,definition,definition|000039,definition.xlsx::Sheet1,fj,en,fj->en,biu-ta,abandon
definition,definition,definition|000040,definition.xlsx::Sheet1,fj,en,fj->en,bo,boil (n)
definition,definition,definition|000041,definition.xlsx::Sheet1,fj,en,fj->en,bogi,night
definition,definition,definition|000042,definition.xlsx::Sheet1,fj,en,fj->en,bokola,corpse to be eaten
definition,definition,definition|000043,definition.xlsx::Sheet1,fj,en,fj->en,bomu,bomb
definition,definition,definition|000044,definition.xlsx::Sheet1,fj,en,fj->en,bose,meeting
definition,definition,definition|000045,definition.xlsx::Sheet1,fj,en,fj->en,bose levu vakaturaga,great council of chiefs
definition,definition,definition|000046,definition.xlsx::Sheet1,fj,en,fj->en,boso,boss
definition,definition,definition|000047,definition.xlsx::Sheet1,fj,en,fj->en,"braun, raradamu",brown
definition,definition,definition|000048,definition.xlsx::Sheet1,fj,en,fj->en,bubu tagane,father's father
definition,definition,definition|000049,definition.xlsx::Sheet1,fj,en,fj->en,bubu tagane,mother's father
definition,definition,definition|000050,definition.xlsx::Sheet1,fj,en,fj->en,bubu yalewa,mother's mother
definition,definition,definition|000051,definition.xlsx::Sheet1,fj,en,fj->en,bubu yalewa,father's mother
definition,definition,definition|000052,definition.xlsx::Sheet1,fj,en,fj->en,buja,butcher
definition,definition,definition|000053,definition.xlsx::Sheet1,fj,en,fj->en,buka,fire
definition,definition,definition|000054,definition.xlsx::Sheet1,fj,en,fj->en,bula,"life, healthy"
definition,definition,definition|000055,definition.xlsx::Sheet1,fj,en,fj->en,bula!,hello
definition,definition,definition|000056,definition.xlsx::Sheet1,fj,en,fj->en,bulu,healthy
definition,definition,definition|000057,definition.xlsx::Sheet1,fj,en,fj->en,bulu.makau,cattle
definition,definition,definition|000058,definition.xlsx::Sheet1,fj,en,fj->en,bulu.makau,cow
definition,definition,definition|000059,definition.xlsx::Sheet1,fj,en,fj->en,bulumakau,cattle
definition,definition,definition|000060,definition.xlsx::Sheet1,fj,en,fj->en,bulumakau,beef
definition,definition,definition|000061,definition.xlsx::Sheet1,fj,en,fj->en,burogo,bug
definition,definition,definition|000062,definition.xlsx::Sheet1,fj,en,fj->en,buta,blister
definition,definition,definition|000063,definition.xlsx::Sheet1,fj,en,fj->en,buto,dark
definition,definition,definition|000064,definition.xlsx::Sheet1,fj,en,fj->en,ca,bad
definition,definition,definition|000065,definition.xlsx::Sheet1,fj,en,fj->en,ca,"bad, evil, ruin"
definition,definition,definition|000066,definition.xlsx::Sheet1,fj,en,fj->en,cabe-ta,ascend
definition,definition,definition|000067,definition.xlsx::Sheet1,fj,en,fj->en,cagi,wind (n.)
definition,definition,definition|000068,definition.xlsx::Sheet1,fj,en,fj->en,cagi,air
definition,definition,definition|000069,definition.xlsx::Sheet1,fj,en,fj->en,cakacaka,work
definition,definition,definition|000070,definition.xlsx::Sheet1,fj,en,fj->en,cakau,reef
definition,definition,definition|000071,definition.xlsx::Sheet1,fj,en,fj->en,cakava,"do, make work"
definition,definition,definition|000072,definition.xlsx::Sheet1,fj,en,fj->en,cake,up
definition,definition,definition|000073,definition.xlsx::Sheet1,fj,en,fj->en,cala,err
definition,definition,definition|000074,definition.xlsx::Sheet1,fj,en,fj->en,cala,miss (v.)
definition,definition,definition|000075,definition.xlsx::Sheet1,fj,en,fj->en,ca-ta,abhor
definition,definition,definition|000076,definition.xlsx::Sheet1,fj,en,fj->en,ca-ti,abhorrent
definition,definition,definition|000077,definition.xlsx::Sheet1,fj,en,fj->en,cauravou,youth
definition,definition,definition|000078,definition.xlsx::Sheet1,fj,en,fj->en,cauravou,bachelor (eligible)
definition,definition,definition|000079,definition.xlsx::Sheet1,fj,en,fj->en,cava,which?
definition,definition,definition|000080,definition.xlsx::Sheet1,fj,en,fj->en,cava,"what, which"
definition,definition,definition|000081,definition.xlsx::Sheet1,fj,en,fj->en,cegu,breathe
definition,definition,definition|000082,definition.xlsx::Sheet1,fj,en,fj->en,"cegu, vaka.cegu",rest
definition,definition,definition|000083,definition.xlsx::Sheet1,fj,en,fj->en,cei,who?
definition,definition,definition|000084,definition.xlsx::Sheet1,fj,en,fj->en,cici,run
definition,definition,definition|000085,definition.xlsx::Sheet1,fj,en,fj->en,cina,torch
definition,definition,definition|000086,definition.xlsx::Sheet1,fj,en,fj->en,cina,lamp
definition,definition,definition|000087,definition.xlsx::Sheet1,fj,en,fj->en,ciqoma,accept
definition,definition,definition|000088,definition.xlsx::Sheet1,fj,en,fj->en,ciqo-ma,catch (thing thrown)
definition,definition,definition|000089,definition.xlsx::Sheet1,fj,en,fj->en,ciwa,nine
definition,definition,definition|000090,definition.xlsx::Sheet1,fj,en,fj->en,cola-to,carry on shoulder
definition,definition,definition|000091,definition.xlsx::Sheet1,fj,en,fj->en,cudru,angry
definition,definition,definition|000092,definition.xlsx::Sheet1,fj,en,fj->en,curu,enter
definition,definition,definition|000093,definition.xlsx::Sheet1,fj,en,fj->en,dabuiloa,bruise
definition,definition,definition|000094,definition.xlsx::Sheet1,fj,en,fj->en,"dai.dai, nikua",today
definition,definition,definition|000095,definition.xlsx::Sheet1,fj,en,fj->en,daku,back (n)
definition,definition,definition|000096,definition.xlsx::Sheet1,fj,en,fj->en,"daku, i muri",back
definition,definition,definition|000097,definition.xlsx::Sheet1,fj,en,fj->en,daliga,ear
definition,definition,definition|000098,definition.xlsx::Sheet1,fj,en,fj->en,dalo,taro
definition,definition,definition|000099,definition.xlsx::Sheet1,fj,en,fj->en,dalo,eatible root
definition,definition,definition|000100,definition.xlsx::Sheet1,fj,en,fj->en,damudamu,red
definition,definition,definition|000101,definition.xlsx::Sheet1,fj,en,fj->en,daru,"first person dual inclusive, us"
definition,definition,definition|000102,definition.xlsx::Sheet1,fj,en,fj->en,"daru, datou, da,",we
definition,definition,definition|000103,definition.xlsx::Sheet1,fj,en,fj->en,dau,expert
definition,definition,definition|000104,definition.xlsx::Sheet1,fj,en,fj->en,dau teitei,farmer
definition,definition,definition|000105,definition.xlsx::Sheet1,fj,en,fj->en,"dau-, manamana-",addict
definition,definition,definition|000106,definition.xlsx::Sheet1,fj,en,fj->en,"dau, tu ga",always
definition,definition,definition|000107,definition.xlsx::Sheet1,fj,en,fj->en,daugunuyaqona,addicted to kava
definition,definition,definition|000108,definition.xlsx::Sheet1,fj,en,fj->en,daukerekere,beggar
definition,definition,definition|000109,definition.xlsx::Sheet1,fj,en,fj->en,daulomani,husband
definition,definition,definition|000110,definition.xlsx::Sheet1,fj,en,fj->en,dauvauimadrai,baker
definition,definition,definition|000111,definition.xlsx::Sheet1,fj,en,fj->en,dawai,bachelor
definition,definition,definition|000112,definition.xlsx::Sheet1,fj,en,fj->en,dede,long (time)
definition,definition,definition|000113,definition.xlsx::Sheet1,fj,en,fj->en,dela,top
definition,definition,definition|000114,definition.xlsx::Sheet1,fj,en,fj->en,dela,above
definition,definition,definition|000115,definition.xlsx::Sheet1,fj,en,fj->en,"derekona, todroge",belch
definition,definition,definition|000116,definition.xlsx::Sheet1,fj,en,fj->en,dina,genuine
definition,definition,definition|000117,definition.xlsx::Sheet1,fj,en,fj->en,dina,"true, genuine, sincere"
definition,definition,definition|000118,definition.xlsx::Sheet1,fj,en,fj->en,dodonu,straight
definition,definition,definition|000119,definition.xlsx::Sheet1,fj,en,fj->en,dodonu,"right, correct, straight"
definition,definition,definition|000120,definition.xlsx::Sheet1,fj,en,fj->en,dodonu,correct
definition,definition,definition|000121,definition.xlsx::Sheet1,fj,en,fj->en,dolava,open
definition,definition,definition|000122,definition.xlsx::Sheet1,fj,en,fj->en,dou,nd person trial
definition,definition,definition|000123,definition.xlsx::Sheet1,fj,en,fj->en,dovu,sugar cane
definition,definition,definition|000124,definition.xlsx::Sheet1,fj,en,fj->en,dra,bleed
definition,definition,definition|000125,definition.xlsx::Sheet1,fj,en,fj->en,dra,blood
definition,definition,definition|000126,definition.xlsx::Sheet1,fj,en,fj->en,draiva,drive
definition,definition,definition|000127,definition.xlsx::Sheet1,fj,en,fj->en,draiva,driver
definition,definition,definition|000128,definition.xlsx::Sheet1,fj,en,fj->en,draki,weather
definition,definition,definition|000129,definition.xlsx::Sheet1,fj,en,fj->en,drau,leaf
definition,definition,definition|000130,definition.xlsx::Sheet1,fj,en,fj->en,drau,hundred
definition,definition,definition|000131,definition.xlsx::Sheet1,fj,en,fj->en,drau,nd person dual
definition,definition,definition|000132,definition.xlsx::Sheet1,fj,en,fj->en,drau ni ulu,hair
definition,definition,definition|000133,definition.xlsx::Sheet1,fj,en,fj->en,dravuisiga,arid
definition,definition,definition|000134,definition.xlsx::Sheet1,fj,en,fj->en,dredre,difficult
definition,definition,definition|000135,definition.xlsx::Sheet1,fj,en,fj->en,drega,chewing gum
definition,definition,definition|000136,definition.xlsx::Sheet1,fj,en,fj->en,dreke-ta,carry on back
definition,definition,definition|000137,definition.xlsx::Sheet1,fj,en,fj->en,"drokadroka, karakarawa",green
definition,definition,definition|000138,definition.xlsx::Sheet1,fj,en,fj->en,dromodromo,yellow
definition,definition,definition|000139,definition.xlsx::Sheet1,fj,en,fj->en,dua,"one, or a in front of nouns"
definition,definition,definition|000140,definition.xlsx::Sheet1,fj,en,fj->en,dua,one
definition,definition,definition|000141,definition.xlsx::Sheet1,fj,en,fj->en,dua ga,any (at random)
definition,definition,definition|000142,definition.xlsx::Sheet1,fj,en,fj->en,dua tale,another
definition,definition,definition|000143,definition.xlsx::Sheet1,fj,en,fj->en,dua tale,one more
definition,definition,definition|000144,definition.xlsx::Sheet1,fj,en,fj->en,"dua.tani, dui.dui",different
definition,definition,definition|000145,definition.xlsx::Sheet1,fj,en,fj->en,"duadua, taudua",alone
definition,definition,definition|000146,definition.xlsx::Sheet1,fj,en,fj->en,"duavata, vakadonuya",agree
definition,definition,definition|000147,definition.xlsx::Sheet1,fj,en,fj->en,dui,differently
definition,definition,definition|000148,definition.xlsx::Sheet1,fj,en,fj->en,dui,each
definition,definition,definition|000149,definition.xlsx::Sheet1,fj,en,fj->en,duka,dirty
definition,definition,definition|000150,definition.xlsx::Sheet1,fj,en,fj->en,e,"he she it, in at"
definition,definition,definition|000151,definition.xlsx::Sheet1,fj,en,fj->en,e,in
definition,definition,definition|000152,definition.xlsx::Sheet1,fj,en,fj->en,e dua na,"a, an"
definition,definition,definition|000153,definition.xlsx::Sheet1,fj,en,fj->en,e muri,behind
definition,definition,definition|000154,definition.xlsx::Sheet1,fj,en,fj->en,e ra,underneath
definition,definition,definition|000155,definition.xlsx::Sheet1,fj,en,fj->en,"e, mai",at
definition,definition,definition|000156,definition.xlsx::Sheet1,fj,en,fj->en,era,rd person plural
definition,definition,definition|000157,definition.xlsx::Sheet1,fj,en,fj->en,eula,needle
definition,definition,definition|000158,definition.xlsx::Sheet1,fj,en,fj->en,fijian kin term,relationship
definition,definition,definition|000159,definition.xlsx::Sheet1,fj,en,fj->en,foot,feet (meas.)
definition,definition,definition|000160,definition.xlsx::Sheet1,fj,en,fj->en,ga,just
definition,definition,definition|000161,definition.xlsx::Sheet1,fj,en,fj->en,"ga, dua.dua, wale ga",only
definition,definition,definition|000162,definition.xlsx::Sheet1,fj,en,fj->en,gade,"walk, stroll,"
definition,definition,definition|000163,definition.xlsx::Sheet1,fj,en,fj->en,"gade, tau.bale",walk
definition,definition,definition|000164,definition.xlsx::Sheet1,fj,en,fj->en,gaga,bitter
definition,definition,definition|000165,definition.xlsx::Sheet1,fj,en,fj->en,galala,empty
definition,definition,definition|000166,definition.xlsx::Sheet1,fj,en,fj->en,gane,brother
definition,definition,definition|000167,definition.xlsx::Sheet1,fj,en,fj->en,gata,sharp
definition,definition,definition|000168,definition.xlsx::Sheet1,fj,en,fj->en,gata,snake
definition,definition,definition|000169,definition.xlsx::Sheet1,fj,en,fj->en,gauna,time
definition,definition,definition|000170,definition.xlsx::Sheet1,fj,en,fj->en,gauna,chance
definition,definition,definition|000171,definition.xlsx::Sheet1,fj,en,fj->en,gone,child
definition,definition,definition|000172,definition.xlsx::Sheet1,fj,en,fj->en,gone dau,fisherman
definition,definition,definition|000173,definition.xlsx::Sheet1,fj,en,fj->en,gone vuli,student
definition,definition,definition|000174,definition.xlsx::Sheet1,fj,en,fj->en,gonetagane,boy
definition,definition,definition|000175,definition.xlsx::Sheet1,fj,en,fj->en,gunu,drink
definition,definition,definition|000176,definition.xlsx::Sheet1,fj,en,fj->en,gunuva,drink
definition,definition,definition|000177,definition.xlsx::Sheet1,fj,en,fj->en,gusu,mouth
definition,definition,definition|000178,definition.xlsx::Sheet1,fj,en,fj->en,gutuva,"break (rope, vine)"
definition,definition,definition|000179,definition.xlsx::Sheet1,fj,en,fj->en,high chief,gone turaga
definition,definition,definition|000180,definition.xlsx::Sheet1,fj,en,fj->en,i,to
definition,definition,definition|000181,definition.xlsx::Sheet1,fj,en,fj->en,"i cake, i dela",above
definition,definition,definition|000182,definition.xlsx::Sheet1,fj,en,fj->en,i dakumu,behind you
definition,definition,definition|000183,definition.xlsx::Sheet1,fj,en,fj->en,i liu,ahead
definition,definition,definition|000184,definition.xlsx::Sheet1,fj,en,fj->en,i liu,before
definition,definition,definition|000185,definition.xlsx::Sheet1,fj,en,fj->en,i loma ni... kei...,between
definition,definition,definition|000186,definition.xlsx::Sheet1,fj,en,fj->en,i maliwa ni,among (things)
definition,definition,definition|000187,definition.xlsx::Sheet1,fj,en,fj->en,"i muri, daku-",behind
definition,definition,definition|000188,definition.xlsx::Sheet1,fj,en,fj->en,i ra,below
definition,definition,definition|000189,definition.xlsx::Sheet1,fj,en,fj->en,i tai,across (the road/river)
definition,definition,definition|000190,definition.xlsx::Sheet1,fj,en,fj->en,i waqa,aboard
definition,definition,definition|000191,definition.xlsx::Sheet1,fj,en,fj->en,i yasa,beside
definition,definition,definition|000192,definition.xlsx::Sheet1,fj,en,fj->en,"i, mai",at
definition,definition,definition|000193,definition.xlsx::Sheet1,fj,en,fj->en,"ia, ga",but
definition,definition,definition|000194,definition.xlsx::Sheet1,fj,en,fj->en,ibale.bale,meaning
definition,definition,definition|000195,definition.xlsx::Sheet1,fj,en,fj->en,ibe,mat
definition,definition,definition|000196,definition.xlsx::Sheet1,fj,en,fj->en,ibulubulu,cemetery
definition,definition,definition|000197,definition.xlsx::Sheet1,fj,en,fj->en,icurucuru,admission
definition,definition,definition|000198,definition.xlsx::Sheet1,fj,en,fj->en,idabedabe,chair
definition,definition,definition|000199,definition.xlsx::Sheet1,fj,en,fj->en,idrekedreke,backpack
definition,definition,definition|000200,definition.xlsx::Sheet1,fj,en,fj->en,ika,fish (n.)
definition,definition,definition|000201,definition.xlsx::Sheet1,fj,en,fj->en,ikatalau,breakfast
definition,definition,definition|000202,definition.xlsx::Sheet1,fj,en,fj->en,iko,nd person singular
definition,definition,definition|000203,definition.xlsx::Sheet1,fj,en,fj->en,"iko, drau, dou, onε, nε",you
definition,definition,definition|000204,definition.xlsx::Sheet1,fj,en,fj->en,ilakolako talei,adventure
definition,definition,definition|000205,definition.xlsx::Sheet1,fj,en,fj->en,ilavo,money
definition,definition,definition|000206,definition.xlsx::Sheet1,fj,en,fj->en,ima.tai,first
definition,definition,definition|000207,definition.xlsx::Sheet1,fj,en,fj->en,ima.tau,right side
definition,definition,definition|000208,definition.xlsx::Sheet1,fj,en,fj->en,imau,cards (deck of)
definition,definition,definition|000209,definition.xlsx::Sheet1,fj,en,fj->en,"imocemoce, idavodavo",bed
definition,definition,definition|000210,definition.xlsx::Sheet1,fj,en,fj->en,"io, ia",yes
definition,definition,definition|000211,definition.xlsx::Sheet1,fj,en,fj->en,ira,rd person plural
definition,definition,definition|000212,definition.xlsx::Sheet1,fj,en,fj->en,isau,payment
definition,definition,definition|000213,definition.xlsx::Sheet1,fj,en,fj->en,isau,answer (n)
definition,definition,definition|000214,definition.xlsx::Sheet1,fj,en,fj->en,isau,cost
definition,definition,definition|000215,definition.xlsx::Sheet1,fj,en,fj->en,isele,knife
definition,definition,definition|000216,definition.xlsx::Sheet1,fj,en,fj->en,isulu,clothes
definition,definition,definition|000217,definition.xlsx::Sheet1,fj,en,fj->en,itaba,camera
definition,definition,definition|000218,definition.xlsx::Sheet1,fj,en,fj->en,itala.noa,story
definition,definition,definition|000219,definition.xlsx::Sheet1,fj,en,fj->en,itau,friend
definition,definition,definition|000220,definition.xlsx::Sheet1,fj,en,fj->en,itau (tagane),boyfriend
definition,definition,definition|000221,definition.xlsx::Sheet1,fj,en,fj->en,itei.tei,garden
definition,definition,definition|000222,definition.xlsx::Sheet1,fj,en,fj->en,itei.tei,farm
definition,definition,definition|000223,definition.xlsx::Sheet1,fj,en,fj->en,ituku.tuku,report
definition,definition,definition|000224,definition.xlsx::Sheet1,fj,en,fj->en,ituku.tuku,news
definition,definition,definition|000225,definition.xlsx::Sheet1,fj,en,fj->en,i-vadreti,bandage (n)
definition,definition,definition|000226,definition.xlsx::Sheet1,fj,en,fj->en,ivava,shoe
definition,definition,definition|000227,definition.xlsx::Sheet1,fj,en,fj->en,ivi,chestnut
definition,definition,definition|000228,definition.xlsx::Sheet1,fj,en,fj->en,ivodo.vodo,fare
definition,definition,definition|000229,definition.xlsx::Sheet1,fj,en,fj->en,ivola,book
definition,definition,definition|000230,definition.xlsx::Sheet1,fj,en,fj->en,ivolatabu,bible
definition,definition,definition|000231,definition.xlsx::Sheet1,fj,en,fj->en,iyaya,baggage
definition,definition,definition|000232,definition.xlsx::Sheet1,fj,en,fj->en,jaina,banana
definition,definition,definition|000233,definition.xlsx::Sheet1,fj,en,fj->en,jeke,cheque
definition,definition,definition|000234,definition.xlsx::Sheet1,fj,en,fj->en,jisi,cheese
definition,definition,definition|000235,definition.xlsx::Sheet1,fj,en,fj->en,jokeliti,chocolate
definition,definition,definition|000236,definition.xlsx::Sheet1,fj,en,fj->en,ka,thing
definition,definition,definition|000237,definition.xlsx::Sheet1,fj,en,fj->en,kabani ni waqavuka,airline
definition,definition,definition|000238,definition.xlsx::Sheet1,fj,en,fj->en,kabata,climb
definition,definition,definition|000239,definition.xlsx::Sheet1,fj,en,fj->en,kadrala,candle
definition,definition,definition|000240,definition.xlsx::Sheet1,fj,en,fj->en,kai,inhabitant of
definition,definition,definition|000241,definition.xlsx::Sheet1,fj,en,fj->en,kai,people
definition,definition,definition|000242,definition.xlsx::Sheet1,fj,en,fj->en,kakana,food
definition,definition,definition|000243,definition.xlsx::Sheet1,fj,en,fj->en,kakua,don't
definition,definition,definition|000244,definition.xlsx::Sheet1,fj,en,fj->en,kalo.kalo,star
definition,definition,definition|000245,definition.xlsx::Sheet1,fj,en,fj->en,kaloko,clock
definition,definition,definition|000246,definition.xlsx::Sheet1,fj,en,fj->en,kalou,spirit
definition,definition,definition|000247,definition.xlsx::Sheet1,fj,en,fj->en,kalou,god
definition,definition,definition|000248,definition.xlsx::Sheet1,fj,en,fj->en,"kalou, yalo",spirit
definition,definition,definition|000249,definition.xlsx::Sheet1,fj,en,fj->en,kalove,bent
definition,definition,definition|000250,definition.xlsx::Sheet1,fj,en,fj->en,kama,burn (v)
definition,definition,definition|000251,definition.xlsx::Sheet1,fj,en,fj->en,kama tiko,ablaze
definition,definition,definition|000252,definition.xlsx::Sheet1,fj,en,fj->en,kami.kamica,sweet
definition,definition,definition|000253,definition.xlsx::Sheet1,fj,en,fj->en,kamusu,broken
definition,definition,definition|000254,definition.xlsx::Sheet1,fj,en,fj->en,kana,eat
definition,definition,definition|000255,definition.xlsx::Sheet1,fj,en,fj->en,karakarawa,blue
definition,definition,definition|000256,definition.xlsx::Sheet1,fj,en,fj->en,kareti,carrot
definition,definition,definition|000257,definition.xlsx::Sheet1,fj,en,fj->en,karua,husband's brother's wife
definition,definition,definition|000258,definition.xlsx::Sheet1,fj,en,fj->en,karua,wife's sister's husband
definition,definition,definition|000259,definition.xlsx::Sheet1,fj,en,fj->en,katakata,"hot, feverish"
definition,definition,definition|000260,definition.xlsx::Sheet1,fj,en,fj->en,kateni,box
definition,definition,definition|000261,definition.xlsx::Sheet1,fj,en,fj->en,kato,box
definition,definition,definition|000262,definition.xlsx::Sheet1,fj,en,fj->en,kato,basket
definition,definition,definition|000263,definition.xlsx::Sheet1,fj,en,fj->en,"kato, basikete",basket
definition,definition,definition|000264,definition.xlsx::Sheet1,fj,en,fj->en,"kato, taga, beki",bag
definition,definition,definition|000265,definition.xlsx::Sheet1,fj,en,fj->en,katolika,catholic
definition,definition,definition|000266,definition.xlsx::Sheet1,fj,en,fj->en,kau,stick
definition,definition,definition|000267,definition.xlsx::Sheet1,fj,en,fj->en,kau,"wood, stick, tree"
definition,definition,definition|000268,definition.xlsx::Sheet1,fj,en,fj->en,"kau, vu ni kau",tree
definition,definition,definition|000269,definition.xlsx::Sheet1,fj,en,fj->en,kau.kaua,strong
definition,definition,definition|000270,definition.xlsx::Sheet1,fj,en,fj->en,kau.kaua,hard
definition,definition,definition|000271,definition.xlsx::Sheet1,fj,en,fj->en,kau-ta,carry
definition,definition,definition|000272,definition.xlsx::Sheet1,fj,en,fj->en,kauta mai,bring
definition,definition,definition|000273,definition.xlsx::Sheet1,fj,en,fj->en,kaveti,cabbage
definition,definition,definition|000274,definition.xlsx::Sheet1,fj,en,fj->en,kavoro,"broken (glass, china)"
definition,definition,definition|000275,definition.xlsx::Sheet1,fj,en,fj->en,"ke, kevaka",if
definition,definition,definition|000276,definition.xlsx::Sheet1,fj,en,fj->en,"ke, oqo",here
definition,definition,definition|000277,definition.xlsx::Sheet1,fj,en,fj->en,"kea, keya",there
definition,definition,definition|000278,definition.xlsx::Sheet1,fj,en,fj->en,keba,camp (n - army)
definition,definition,definition|000279,definition.xlsx::Sheet1,fj,en,fj->en,"kece, taucoko",all
definition,definition,definition|000280,definition.xlsx::Sheet1,fj,en,fj->en,kei,"with, and"
definition,definition,definition|000281,definition.xlsx::Sheet1,fj,en,fj->en,"kei, ka, ia",and
definition,definition,definition|000282,definition.xlsx::Sheet1,fj,en,fj->en,"kei, qai",and
definition,definition,definition|000283,definition.xlsx::Sheet1,fj,en,fj->en,keke,cake
definition,definition,definition|000284,definition.xlsx::Sheet1,fj,en,fj->en,"keke, bisikete",biscuit
definition,definition,definition|000285,definition.xlsx::Sheet1,fj,en,fj->en,kele,"arrive, come to a stop"
definition,definition,definition|000286,definition.xlsx::Sheet1,fj,en,fj->en,kemesi,chemist (pharmacy)
definition,definition,definition|000287,definition.xlsx::Sheet1,fj,en,fj->en,kemuni,you
definition,definition,definition|000288,definition.xlsx::Sheet1,fj,en,fj->en,kena vinaka,advantage
definition,definition,definition|000289,definition.xlsx::Sheet1,fj,en,fj->en,kere.kere,request
definition,definition,definition|000290,definition.xlsx::Sheet1,fj,en,fj->en,kere-a,ask for
definition,definition,definition|000291,definition.xlsx::Sheet1,fj,en,fj->en,"kerea, vakayagataka",borrow
definition,definition,definition|000292,definition.xlsx::Sheet1,fj,en,fj->en,kerekere,"beg, to"
definition,definition,definition|000293,definition.xlsx::Sheet1,fj,en,fj->en,"keri, kea , oya, oqori",there
definition,definition,definition|000294,definition.xlsx::Sheet1,fj,en,fj->en,kete,stomach
definition,definition,definition|000295,definition.xlsx::Sheet1,fj,en,fj->en,kete-na,abdomen
definition,definition,definition|000296,definition.xlsx::Sheet1,fj,en,fj->en,keve-ta,carry baby in arms
definition,definition,definition|000297,definition.xlsx::Sheet1,fj,en,fj->en,ki,"to, towards"
definition,definition,definition|000298,definition.xlsx::Sheet1,fj,en,fj->en,kila,know
definition,definition,definition|000299,definition.xlsx::Sheet1,fj,en,fj->en,kila sara ga,certain
definition,definition,definition|000300,definition.xlsx::Sheet1,fj,en,fj->en,kodro,bark (v)
definition,definition,definition|000301,definition.xlsx::Sheet1,fj,en,fj->en,koli,dog
definition,definition,definition|000302,definition.xlsx::Sheet1,fj,en,fj->en,koro,village
definition,definition,definition|000303,definition.xlsx::Sheet1,fj,en,fj->en,koro ni vuli,school
definition,definition,definition|000304,definition.xlsx::Sheet1,fj,en,fj->en,koroturaga,capital
definition,definition,definition|000305,definition.xlsx::Sheet1,fj,en,fj->en,koya,she
definition,definition,definition|000306,definition.xlsx::Sheet1,fj,en,fj->en,koya,he
definition,definition,definition|000307,definition.xlsx::Sheet1,fj,en,fj->en,koya,"rd person singular, ""he"", ""she"""
