domain,sentence_type,direction,source_text,target_text,alignment_method,quality_flags,notes,source_doc
dictionary,lexeme_gloss,en_to_fj,". (rewa) n. taro, colocasia esculentum, an edible root-crop, staple food. syn. dalo. idiom: ba rewa! ""hi beautiful !"" (or) ""hi handsome !"" young fijians are much given to jocular",ba,parse_gatty_basic+invert,has_idiom;has_syn;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,amongst their own people or related people. and most everybody is related in one way or another. this expression rather dated.,greetings,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,". n. as in ba-ni-ika, fish fence, usually made of reeds. fish are caught by the movement of the tide or coastal currents.",ba,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,". n. game, contention, riddle. veiba quarrel, dispute.",iba,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,". n. guess, bet, belief. noqu iba o seru. my bet is on seru.",iba,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,". n. (archaic) trolling lure, often made of shell, as a samoan and later, tongan artefact. binding",iba,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"done with inner bark of roga (pipturus argentus). trolling was unknown to fijians who fished almost exclusively within the lagoon. ba, bataka v. to deny, argue. veiba, veibataka v. to argue, to argue about (something). veibataki disputed.",was,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,". n. slope, hill. veibaba hilly slopes. see baba siga.",baba,parse_gatty_basic+invert,has_see;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,". n. ceremonial food taken to a new mother and baby, usually the skinned stems of taro, as a vegetable delicacy. see ba.",baba,parse_gatty_basic+invert,has_see;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"n. cheek (of the face), side, as of the body.",baba-na,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"v., n. to block (as a fallen tree might block a road), to impede, hold back, prevent. also, to move sideways.",vakababa,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"n. wall of wooden house, also a fried pastry turnover eaten at breakfast.",babakau,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"n. dolphin, a mammal. this word is not commonly known. dolphins are not referred to in any of the well known myths or legends.",babale,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"(west) n. species of freshwater eel, gymnothorax sp . syn. dadarikai.",babani,parse_gatty_basic+invert,has_syn;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"n. popular nickname for macuata province where, as the name implies, there are sunny slopes.",baba siga,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"n. worm, bait, as in fishing, or by extension, an enticement that has duplicitous intention. as a verb, baca, bacana to put our bait, as on a hook. baca ni qele earthworm. idiom: baca kuita a special enticement, very likely to succeed, a ""hooker"" that will win over the",baca,parse_gatty_basic+invert,has_idiom;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"being enticed. (kuita octopus). o iko baca cava ? what bait (enticement) are you using? na baca kuita . something special, that will succeed.",person,parse_gatty_basic+invert,has_question;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"(kadavu, lau) sick , illness, injury. syn. tauvimate. baci . a rather formal word, difficult to translate; it approximates “thus”, or “then” or “again”, implying a repetition. the word may be used to indicate a result or consequence of something that is stated earlier. e rawa meu baci cakava tale. i could or would do it again . au baci raica tale mada. i wish i",baca,parse_gatty_basic+invert,has_syn;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"again . sa baci voleka tale tiko na gauna ni balolo. once again the time of balolo is close by. sega ni dede, sa baci lesu mai. before long, he/she will return. baci . (vanua levu) penis, male sexual organs. syn. boci (uncircumcised). see qala-na, uti-na.",could see it,parse_gatty_basic+invert,has_syn;has_see;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,n. a common swamp eel in fresh or brackish water. it is reddish brown in colour with a,badamu,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"belly. slow-moving, it is often caught by hand. the presence of algae called de ni duna (""eel excrement"") indicate its presence, and one can see the air holes in the mud. relative to other eels they are slow-moving. the flesh is a little brownish and slightly oily when cooked, usually grilled with the skin on, after gutting, or cooked in a leaf-wrapped package in the earth-oven.",yellowish,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"after all, therefore, thus, then (in the preceding senses), as a matter of course, as an affirmation. this is a rather formal word used by the older generation.",bagi,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"(lau, kadavu) n. tooth. syn. bati.",bagi,parse_gatty_basic+invert,has_syn;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"(eng.) v. to hit, ""bang"", smash it/him (marbles as a game), a word said by some children but not in general usage.",bagitaka,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"n. fence, stockade. vakabai fenced. viribai-taka to fence, set up fences. viribai can refer to stockades, ancient war defenses, and is often used figuratively to mean prepare for imminent war or,",bai,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"stone enclosure, stone wall. bainivuaka pig-pen, pig stye. syn. ba ni ika, bavatu, etc.",baivatu,parse_gatty_basic+invert,has_syn;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"(hindi) n. eggplant, an introduced food in areas of indian influence. idiom: e sega ni dua na nomu baigani. it is none of your business. “baini” (hindi “sister”) n. form of address speaking to a mature indian woman. “baiya” (hindi “brother”) n. form of address to an indian man.",baigani,parse_gatty_basic+invert,has_idiom;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"n. very large native tree, ficus obliqua, with drooping branches and hanging roots. growth can start",baka,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"an epiphyte, and smother the mother tree. believed formerly to be associated with spirits. they are",as,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"by the queens road near navua. inner bark formerly used for cloth when masi not available. white latex has been used to entrap birds. fruits are a fig, maturing to yellow orange, then red, throughout the year. often confused with f. prolix, an introduced, similar, sacred tree of india,",conspicuous,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"has fruits that turn black while f . obliqua fruits turn yellow, orange and red, and f. obliqua",which,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"all year round. there is confusion as to which species is referred to by the fijian names baka ni viti and baka ni valagi. confused also is f. tinctoria. syn. (west) yayawa. idiom: vunibaka ga sa tevoro. beware the power of a big man ; he may appear magnificent but he can be dangerous, literally , the baka tree (banyan tree) has its own devil. idiom: sa kamusu na baka. a great chief has died.",fruits,parse_gatty_basic+invert,has_idiom;has_syn;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,n. a type of branched coral.,baka,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"adj ., n. crazy, silly person. reference is to st. giles hospital, a mental hospital in suva,",bakava,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,(which in fact does not enclose the place).,suggesting the metal fencing,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"n. remora, pilot fish that attaches itself to sharks. edible but not tasty, echeneis naucrates.",bakewa,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,". adj . bitter, astringent in taste, such as the taste of immature bananas.",baku,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,". n. foreskin of a penis, excised in ceremony of circumcision. by extension baku may refer to the penis of people who are not circumcised. idiom: baku! insult, usually joking, of someone who is thought ineffectual. syn. sometimes used for indo-fijians kulina, literally “skin”.",baku,parse_gatty_basic+invert,has_idiom;has_syn;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"n. hydra, according to neyret, one of the cnidarians (j ellyfish, sea anenomes, polyps, and including hydra), tiny, with tiny tentacles. gov ’t dictionary has this listed as ophiolep sis superba.",bakui,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"n. male sea turtle (green turtle), chelonia mydas. bala! interj ection, implying surprise or disappointment. bala, balata v. push into water (person, anchor, other things), or shove into some place, put into (prison):",bala,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"ikelekele! drop the anchor ! bala ki na vale ni veivesu put into prison. the word implied shoving, pushing. there is a new year ’s eve custom of heaving people into the water.",me bala na,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"n. tree fern, cyathea lunulata and other species. splinters from tree ferns cause dangerous and lingering pain and are a common injury in the bush , especially to bare feet. tree fern wood is useful as",balabala,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,a long time; it burns very slowly. the firm spongy pith in the stem of mature,a means of keeping fire,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,as a ball. soft scales at the apex of the trunk serve,tree ferns is cut into round shape for children to use,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"n. tree fern, cyathea affinis, tall and very thin but solid, very hard trunk, and thus much more durable wood. it is distinguished by a lighter leaf-stem colour, finer leaflets and less branching of the leaves.",balabala sa,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"n. edible surgeon fish around the reef, acanthurus sp .",balagi,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"n. a palm useful for its very thin , straight and hard stem, formerly used for spears, balaka species.",balaka,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"v. to stick through (spear, nail, knife) without gripping.",balala,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"adj ., n. long, tall. (fij ians use the same word for both concepts.) length, height. na kena balavu",balavu,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"height (or length). babalavu plural, one of the very few adjectives that takes a plural form. see cere, cecere, height applied to high places, hills, mountains. see also dede, for length of time. idiom: vuaka balavu lit. “long pig” or “tall pig”, meaning a human body intended for eating.",its,parse_gatty_basic+invert,has_idiom;has_see;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"n. pandanus fruit, and by extension, the introduced pineapple due to similarity in appearance of the fruit. in the viti levu highlands, balawa usually refers to an edible bush pineapple with very small fruits, now growing wild. (cultivated pineapple is re-planted every two years with suckers because the",balawa,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,much smaller after the first two years.) pineapples originated in central america. well,fruits become,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"commercial variety is the ripley queen, small, very thorny, very juicy and sweet. the",established,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"(sydney) varieties are types of smooth cayenne, much larger and with only small thorns at the tips of leaves. vatu ni balawa whale-tooth (tabua) formerly placed in a grave; certain coastal fij ians (not highlanders) believed that a dead man ’s spirit would throw the tabua at a certain pandanus palm to gain entry to the afterworld.",serene,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"viriki (archaic) after the mid-s, when whale-teeth were introduced to fij i and became symbolic, a legendary custom developed: the notion that after dying, a man ’s spirit would pass udu",balawa,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"(mua-i-udu) where there was supposed to be a pandanus tree and he should throw a whale tooth at it. if successful, he could pass on to the other world. viriki thrown at.",point,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"v . to die (of a person) polite, honorific term, especially for chiefs. bale drokadroka v. to die young",bale,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"adj . noble, honorific term used only in the combination na turaga bale the noble chief, na",bale,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"the noble lady. bale, baleta v., adj . to be the cause of, often meaning to be at fault, to blame. sa bale vei koya. he/she is to blame. he/she was responsible. sa baleti iko. it is because of you. bale, baleca v. to fall from upright position (onto), usually of something tall, a person or a tree.",marama bale,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"adj ., adv. disrespectful (words, behaviour). ke tau baleca na noqu vosa, meu vosoti. if my",baleca,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"are disrespectful, please be patient with me. inappropriate in behaviour. baleca na nomu ivukivuki. your behaviour is inappropriate. syn. sakasaka.",words,parse_gatty_basic+invert,has_syn;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"v. to topple, to set down.",vakabalea,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"(nait.) v. to go. e bale ivei o koya ? where is he/she going? taubale to walk . bale, bale-taka v. to go on, pass by, cross over, usually on foot. taubale to walk, go on foot. bale dodo to follow the “stretch” (path, road, river, but perhaps especially, the continuing ridge of a hill).",bale,parse_gatty_basic+invert,has_question;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"(lau) n., v. cooperative work, various households doing a task together. syn. solesolevaki. the",balebale,parse_gatty_basic+invert,has_syn;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"is that many hands make light work. working alone is slow and arduous. this is a very important, useful custom in fij ian villages.",concept,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"n. meaning. a cava na kena ibalebale? what does it mean ? ibalebale-rua double meaning (this is a modern anglicism). balebale-rua to have a double meaning, homonym.",ibalebale,parse_gatty_basic+invert,has_question;has_anglicism;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"adj . meaningful, has meaning.",vakaibalebale,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"(colo east, namosi) n. snake. this is a totem of tribe naleya at village nasava, noemalu district, naitasiri. a closely related word, baleni, refers to a ten-headed snake godess around village vunikodi,",balei,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"provice, and there is there a clan called baleni. the title rokobaleni exists among waimaro fijians, tribe navakavu, villages muaivuso and togalevu, at the coast of rewa province. the",macuata,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"is that of a snake, though present-day locals are unaware of that connection. a distinctive",implication,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,that grows around tree trunks is known as snake nest in cakaudrove (sova ni gata) and on the,fern,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"river of colo east (sova ni balei). sold as a large household ornamental, this plant is often",waidina,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"among europeans as antler horns or staghorn, names not listed in my botanical references. syn. gata.",known,parse_gatty_basic+invert,has_syn;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"adj . indeterminate, ambiguous, going this way and that way. sa veibaleyaki tiko na uluna. his/her head is nodding this way and that way.",veibaleyaki,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"n. var. of breadfruit with small, long fruit that has smooth skin. it matures early and may be eaten when it falls, which is implied in the name.",balekana,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,n. fire-torch of bamboo or other improvised bush material used still today to light one ’s way at,baleravu,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,around the village. the word implies the damage done if the torch falls. traditional housing is,night,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,combustible and houses usually built close together. for such torches highlanders used bamboo,very,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,(flower shoots) called bawara.,while coastal fijians normally used dried coconut spathes,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,broken off but still hanging (as with a tree-branch).,balesi,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,". because (or, in a question) because of what, why. baleta na cava ? (or) baleta ? why? (because of what?). baleta . concerning, as in na veika baleti au. the things concerning me (about me). baleta . guilty, at fault, to be the one concerned. sa baleti koya. it is his/her fault. sa baleti au. i am to be blamed, am guilty. responsible, at fault. sa baleti iko ga. it is j ust because of you (you brought it on yourself.) syn. sa bale vei koya. he/she is at fault. sa bale vei au. i am at fault. bali, balia v. to knead, as of fij ian vakalolo pudding, or modernly, dough for baking. (fijians anciently had no knowledge of yeast or leavened bread.)",baleta,parse_gatty_basic+invert,has_syn;has_question;inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"(vanua levu) n. mad, insane, mentally unstable, of a person. balibali or balikali adj . clumsy, of a person.",balia,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"black, or blackish, usually of skin colour. fijians can be colour-conscious and will sometimes remark on how dark or light a person ’s skin is. traditionally, many of the blacker, “true” fijians of the highlands have felt disadvantaged. they have in several places accepted as chiefs immigrant tongans,",baloa,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"fair skins, as for the noemalu, and at the nadroga coast. on a few occasions, fijians have",who have,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"europeans as incoming chiefs (clan naulucavu, for example, at nakorosule, and also the",accepted,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"sawakasa, tailevu). fijian mothers are often proud to have a light-skinned child. skin",kainadakua in,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"(whiteners) are advertised in the fijian language newspapers, as are hair-straighteners. this",bleaches,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"is a sensitive one, and a complicated one. black warriors of the fiji highlands have had a great",topic,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,as mercenaries in tonga and also in the tui kaba conquest of lakeba island accomplished,reputation,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"sulu n. bolt of cloth, lobi, lobia to fold. e va na balobi sulu four bolts of cloth. bolts of cotton",balobi,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"are important gift items at some modern fij ian ceremonies. (in coastal areas, barkcloth has been used, especially in areas of polynesian influence.) the long stretch of cloth is strung out on display,",cloth,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
dictionary,lexeme_gloss,en_to_fj,"forward by a procession of women , showing it off. highlanders never had the mulberry barkcloth, and never had such grand ceremonial displays.",brought,parse_gatty_basic+invert,inverted,,Fijian-English_Dictionary.txt
