domain,subdomain,source_id,source_doc,source_lang,target_lang,direction,source_text,target_text
legal,constitution,constitution|1(5)(c),constitution - eng.txt,en,fj,en->fj,limitations which are not expressly set out or authorised (whether by or under a written law) in relation to a particular right or freedom in this under a law or authorised or permitted by a law or by actions taken under the authority of a law.,so na vanua e sega ni vakarautaki se vakadonui (veitalia ke virikotori ena lawa tabaki se sega) ena tiki ni dodonu se galala ena wase qo; ia e gadrevi ka tauyavutaki vakalawa se vakarautaki ena dua na lawa se vakadonui vakalawa se vakayacori ena veivakadonui vakalawa.
legal,constitution,constitution|1(5)(d),constitution - eng.txt,en,fj,en->fj,provisions for the prevention of statelessness;,na ituvatuva me vakadeitaka na lewenivanua e viti;
legal,constitution,constitution|1(5)(e),constitution - eng.txt,en,fj,en->fj,rules for the calculation of periods of a person’s lawful presence in fiji for the purpose of determining citizenship;,"na lawa me cakacakataki kina na balavu ni gauna me tiko kina e viti, ena qai vakatautaki kina na soli vua ni ivolatara me lewenivanua;"
legal,constitution,constitution|1(5)(f),constitution - eng.txt,en,fj,en->fj,provisions relating to the renunciation and deprivation of citizenship; and,na ituvatuva ni kena vakasukai se bokoci na ivolatara ni lewenivanua tudei; kei na
legal,constitution,constitution|1(5)(g),constitution - eng.txt,en,fj,en->fj,"such other matters as are necessary to regulate the granting of citizenship. ----------------------- page ----------------------- application .—() this chapter binds the legislative, executive and judicial branches of government at all levels, and every person performing the functions of any public office.","veika tale e so e gadrevi ena kena vakadeitaka na soli ni ivolatara ni lewenivanua. ----------------------- page ----------------------- na kena vakayagataki .—() na wase qo e kovuta na tabana ni bulilawa, mataveilewai kei na veiliutaki vakamatanitu, okati kina na tamata cakacaka ena valenivolavola ni lewenivanua."
legal,constitution,constitution|1(6),constitution - eng.txt,en,fj,en->fj,"subject to the provisions of this constitution, this chapter applies to all laws in force at the commencement of this constitution.","kevaka e dua tale na tikina ena yavunivakavulewa qo e yalana, na wase qo e okati kina na lawa taucoko ena gauna sa taurivaki kina na yavunivakavulewa qo."
legal,constitution,constitution|1(6)(a),constitution - eng.txt,en,fj,en->fj,anything done to further that attempt is invalid and of no force or effect; and,veika e navuci me vakavotukanataka na sasaga qo ena sega ni vakabau se wili; ka
legal,constitution,constitution|1(6)(b),constitution - eng.txt,en,fj,en->fj,"no immunities can lawfully be granted under any law to any person in respect of actions taken or omitted in furtherance of such an attempt. ----------------------- page ----------------------- principles of constitutional interpretation .—() any person interpreting or applying this constitution must promote the spirit, purpose and objects of this constitution as a whole, and the values that underlie a democratic society based on human dignity, equality and freedom.","na sega ni dua na lawa me na vagalalataka e dua na tamata e navuca se vakayacora na cakacaka qo. vakadewataki ni yavunivakavulewa .—() ke dua na tamata e vakadewataka se taurivaka na yavunivakavulewa qo, me tokona na inaki kei na kena yavu, oya me rokovi na tamata yadua ka me kua na veivakaduiduitaki."
legal,constitution,constitution|1(7),constitution - eng.txt,en,fj,en->fj,"subject to the provisions of this constitution, laws made, and administrative and judicial actions taken, after the commencement of this constitution, are subject to the provisions of this chapter.","kevaka e dua tale na tikina ena yavunivakavulewa qo e yalana, na lawa buli, na veiqaravi kei na lewa e tau ni sa taurivaki na yavunivakavulewa qo, era na vakarurugi ena wase qo."
legal,constitution,constitution|1(8),constitution - eng.txt,en,fj,en->fj,"to the extent that it is capable of doing so, this chapter extends to things done or actions taken outside fiji. interpretation of this chapter .—() in addition to complying with section , when interpreting and applying this chapter, a court, tribunal or other authority—","na wase qo e kovuta na veika e yaco ena taudaku ni vanua o viti, ia e vakayalayala ga ena kaukauwa ni lawa. ----------------------- page ----------------------- ivakamacala ni wase qo .—() ena ikuri ni veika e toqai ena tikina , na veigauna kece e vakamacalataki se vakayagataki kina na wase qo, na mataveilewai, mataveivaqaqai se dua na matabose se tabacakacaka e cake—"
legal,constitution,constitution|1(8)(a),constitution - eng.txt,en,fj,en->fj,"must promote the values that underlie a democratic society based on human dignity, equality and freedom; and ----------------------- page -----------------------","e dodonu me tutaka ka vakamacalataka na ivalavala ni bula ni tu galala e rokovi kina na bula ni tamata, duavata kei na dodonu; kei na"
legal,constitution,constitution|1(8)(b),constitution - eng.txt,en,fj,en->fj,"may, if relevant, consider international law, applicable to the protection of the rights and freedoms in this chapter.","ke yaga, me rawa ni vakasamataka tale ga na lawa levu kei vuravura e rawa ni vakayagataki ena maroroi ni dodonu kei na galala ena wase qo."
legal,constitution,constitution|1(a),constitution - eng.txt,en,fj,en->fj,common and equal citizenry and national unity;,dua bau na umatamata kei na duavata vakalewenivanua;
legal,constitution,constitution|1(b),constitution - eng.txt,en,fj,en->fj,"respect for human rights, freedom and the rule of law;","rokovi na dodonu ni tamata yadua, galala kei na lawa;"
legal,constitution,constitution|1(c),constitution - eng.txt,en,fj,en->fj,"an independent, impartial, competent and accessible system of justice;","mataveilewai e tuvakaikoya, nuitaki, sega ni vakatabakidua vua e dua, ka rawa nida vakayagataka na veiqaravi ni mataveilewai;"
legal,constitution,constitution|1(d),constitution - eng.txt,en,fj,en->fj,equality for all and care for the less fortunate based on the values inherent in this section and in the bill of rights contained in chapter ;,"qaravi vakatautauvata ni lewenivanua era sega ni rawaka, yavutaki ena veika e vakabibitaki ena tikina qo, kei na lawa ni dodonu ni tamata me vaka e virikotori ena wase ;"
legal,constitution,constitution|1(e),constitution - eng.txt,en,fj,en->fj,"human dignity, respect for the individual, personal integrity and responsibility, civic involvement and mutual support;","rokovi kei na dokai ni tamata yadua, na dina, na qaravi itavi, kei na veitokoni;"
legal,constitution,constitution|1(f),constitution - eng.txt,en,fj,en->fj,"good governance, including the limitation and separation of powers;","na ivakarau ni veiliutaki vinaka, okati kina na wasei se yalani ni kaukauwa vakalawa;"
legal,constitution,constitution|1(g),constitution - eng.txt,en,fj,en->fj,transparency and accountability; and,cakacaka vakadodonu kei na veirogocitaki ni cakacaka; kei na
legal,constitution,constitution|1(h),constitution - eng.txt,en,fj,en->fj,"a prudent, efficient and sustainable relationship with nature. supremacy of the constitution .—() this constitution is the supreme law of the state.",maroroi kei na taqomaki ni veikabula. cecere ni yavunivakavulewa .—() na yavunivakavulewa qo e lawa cecere duadua ni matanitu.
legal,constitution,constitution|10,constitution - eng.txt,en,fj,en->fj,"freedom from slavery, servitude, forced labour and human trafficking","galala mai na veivakabobulataki, cakacaka veivakasaurarataki, kei na veivolitaki vakabutobuto ni tamata"
legal,constitution,constitution|100,constitution - eng.txt,en,fj,en->fj,high court,mataveilewai e cake
legal,constitution,constitution|101,constitution - eng.txt,en,fj,en->fj,magistrates court,mataveilewai e ra
legal,constitution,constitution|102,constitution - eng.txt,en,fj,en->fj,"a written law may establish and determine the authority of other courts, tribunals or commissions, which may have a status similar to the high court, the magistrates court, or other subordinate courts. court rules and procedures .—() the president of the supreme court may make rules of court and issue directions, consistent with this constitution or a written law, for regulating and prescribing the practice and procedure to be followed in the supreme court.","na lawa tabaki e rawa ni tauyavutaka ka vakadeitaka na kaukauwa e soli vua na mataveilewai lalai tale e so, ka rawa ni tautauvata na nona itutu me vaka na mataveilewai e cake, mataveilewai e ra se na mataveilewai lalai tale e so. lawa kei na ivakarau ni mataveilewai .—() na peresitedi ni mataveilewai cecere me na vakarautaka na lawa ni mataveilewai, solia tale ga na ivakaro dodonu me veidonui kei na yavunivakavulewa qo se na lawa tabaki, ena kena vakarautaki na ivakaro se ituvatuva me vakamuri e na mataveilewai cecere."
legal,constitution,constitution|102(10),constitution - eng.txt,en,fj,en->fj,the quorum for the meetings of the commission shall consist of the chairperson and other members.,"na iwiliwili vakabau ena gauna ni bose, na jemeni kei na tale na lewena."
legal,constitution,constitution|102(11),constitution - eng.txt,en,fj,en->fj,the members of the commission referred to in subsection ()(d) and (e) shall be appointed for a term of years and shall be eligible for re-appointment.,na lewenimatabose e vakamacalataki ena wasetiki ()(d) kei na (e) era na veiqaravi me na yabaki ka na rawa nira digitaki tale.
legal,constitution,constitution|102(12),constitution - eng.txt,en,fj,en->fj,"the members of the commission referred to in subsection ()(d) and (e) shall be entitled to such remuneration as determined by the president acting on the advice of the chief justice following consultation by the chief justice with the attorney-general, and any such remuneration must not be varied to their disadvantage, except as part of an overall austerity reduction similarly applicable to all officers of the state.","na lewenimatabose e vakamacalataki ena wasetiki ()(d) kei na (e) me na vakadeitaka na kedra isau ni veiqaravi na peresitedi ena veivakasalataki ni navosavakadua salamuria na nodrau veitalanoa kei na vunilawa, ia me kua ni veisautaki na kedra isau vakavo ke vakayacori e dua na veisau me vakalailaitaki kina na isau ia na veisau me vakayacori vakatautauvata vei ira kece na vakailesilesi vakamatanitu."
legal,constitution,constitution|102(13),constitution - eng.txt,en,fj,en->fj,"the members of the commission referred to in subsection ()(d) or (e) may be removed from office for inability to perform the functions of office (whether arising from infirmity of body or mind or any other cause) or for misbehaviour, and may not otherwise be removed.","na lewenimatabose e vakamacalataki ena wasetiki ()(d) se (e) era na rawa ni vakacegui mai na nodra itutu ke sega ni ra qarava rawa na itavi lavaki (ke vu mai na tauvimate vakayago se vakasama, se ena dua tale na ka) se ena itovo ca, ka na sega ni vakacegui ena dua tale na iwalewale."
legal,constitution,constitution|102(14),constitution - eng.txt,en,fj,en->fj,removal from office of the members of the commission referred to in subsection ()(d) or (e) must be pursuant to subsection ().,na veivakacegui mai na dua na itutu ni lewenimatabose e vakamacalataki ena wasetiki ()(d) se (e) me salavata kei na wasetiki ().
legal,constitution,constitution|102(15),constitution - eng.txt,en,fj,en->fj,"if the chief justice, following consultation with the attorney-general, considers that the question of removal of the member of the commission referred to in subsection ()(d) or (e) from office ought to be investigated, then—","kevaka e nanuma na navosavakadua ena nona veitalanoa kei na vunilawa me vaqaqai na vakacegui ni lewenimatabose e vakamacalataki ena wasetiki ()(d) se (e), me na—"
legal,constitution,constitution|102(15)(a),constitution - eng.txt,en,fj,en->fj,the chief justice appoints—,digitaka na navosavakadua—
legal,constitution,constitution|102(15)(b),constitution - eng.txt,en,fj,en->fj,the tribunal or medical board enquires into the matter and furnishes a written report of the facts to the president and advises the president of its recommendation whether or not the member of the commission referred to in subsection ()(d) or (e) should be removed from office; and,na mataveivaqaqai se matabose ni bula me dikeva na leqa qo qai vakarautaka e dua na kena ripote vua na peresitedi ka na vakasalataka na peresitedi ena nona vakatutu kevaka me vakacegui se sega na lewenimatabose e vakamacalataki ena wasetiki ()(d) se (e); kei na
legal,constitution,constitution|102(15)(c),constitution - eng.txt,en,fj,en->fj,"in deciding whether or not to remove the member of the commission referred to in subsection ()(d) or (e) from office, the president must act in accordance with the advice of the tribunal or medical board, as the case may be. ----------------------- page -----------------------","kena vakatulewataki na vakacegui ni lewenimatabose e vakamacalataki ena wasetiki ()(d) se (e), na peresitedi me na vakatulewa vakamatau ka salavata na ivakasala ni mataveivaqaqai se na matabose ni bula."
legal,constitution,constitution|102(15)(i),constitution - eng.txt,en,fj,en->fj,"in the case of alleged misbehaviour—a tribunal, consisting of a chairperson and not less than other members, selected from amongst persons who hold or are qualified to hold the office of a judge; and","ena kisi ni itovo ca—na mataveivaqaqai, me lewena e dua na jemeni ka sega ni lailai mai na tale me lewena, e digitaki mai vei ira era taura tiko se era na rawa ni taura na itutu ni mataveilewai e cake; ka"
legal,constitution,constitution|102(15)(i)(ii),constitution - eng.txt,en,fj,en->fj,"in the case of alleged inability to perform the functions of office—a medical board, consisting of a chairperson and other members, each of whom is a qualified medical practitioner;","ena kena nanumi ni sega ni qarava rawa na nona itavi—na matabose ni bula me na lewena e dua na jemeni kei na rua tale, me rau vakaivola vakavuniwai;"
legal,constitution,constitution|102(16),constitution - eng.txt,en,fj,en->fj,"the president on the advice of the chief justice following consultation by the chief justice with the attorney-general may, on such terms and conditions as he or she deems fit, suspend the member of the commission referred to in subsection ()(d) or (e) from office pending investigation and pending referral to and appointment of a tribunal or a medical board under subsection (), and may at any time, revoke the suspension.","na peresitedi, ena veivakasalataki ni navosavakadua salamuria na nodrau veitalanoa kei na vunilawa, e rawa, ena ivakarau kei na iwalewale e nanuma ni veiganiti, me vakaceguya vakawawa e dua na lewenimatabose e vakamacalataki ena wasetiki ()"
legal,constitution,constitution|102(17),constitution - eng.txt,en,fj,en->fj,the suspension of the member of the commission referred to in subsection ()(d) or (e) from office under subsection () ceases to have effect if the president determines that the person should not be removed from office.,na kena vakacegui vakawawa ena wasetiki () e dua na lewenimatabose e vakamacalataki ena wasetiki ()(d) se (e) ena muduki kevaka e sa vakadeitaka na peresitedi me na kua ni vakacegui.
legal,constitution,constitution|102(18),constitution - eng.txt,en,fj,en->fj,"the report of the tribunal or the recommendations of the medical board, as the case may be, made under subsection () shall be made public. qualification for appointment .—() the making of appointments to a judicial office is governed by the principle that judicial officers should be of the highest competence and integrity.","na ripote ni mataveivaqaqai se na vakatutu ni matabose in bula e vakarautaki ena wasetiki () me na vakaraitaki raraba. veika me rawati ena veidigitaki .—() ena nona digitaki e dua na vakailesilesi ena mataveilewai, me tiko vua na ivakatagedegede cecere duadua ni dina kei na cakacaka savasava."
legal,constitution,constitution|102(2),constitution - eng.txt,en,fj,en->fj,"the judicial services commission has the authority to determine all matters pertaining to the employment of non-judicial officers employed in the judiciary, including—","na matabose veiqaravi ni mataveilewai e tu vua na kaukauwa me raica na veika baleti ira na vakailesilesi era sega ni daunilawa ka ra cakacaka ena mataveilewai, qo e oka kina na—"
legal,constitution,constitution|102(2)(a),constitution - eng.txt,en,fj,en->fj,the terms and conditions of employment;,ivakarau kei na iwalewale ni cakacaka;
legal,constitution,constitution|102(2)(b),constitution - eng.txt,en,fj,en->fj,"the qualification requirements for appointment and the process to be followed for appointment, which must be an open, transparent and competitive selection process based on merit;","ivakatagedegede ni vuli e gadrevi kei na ivakarau me vakamuri me baleta na veivakacakacakataki, ka dodonu me dola raraba, vakarawarawataki, valataki vakasavasava, ia na veidigitaki me yavutaki ena rawaka;"
legal,constitution,constitution|102(2)(c),constitution - eng.txt,en,fj,en->fj,"the salaries, benefits and allowances payable, in accordance with its budget as approved by parliament; and","na isau, idole, kei na oco me saumi e dodonu me veiganiti kei na ivotavota vakailavo e vakadonuya na palimedi; kei na"
legal,constitution,constitution|102(2)(d),constitution - eng.txt,en,fj,en->fj,"the total establishment or the total number of non-judicial officers that are required to be appointed, in accordance with the budget as approved by parliament. ----------------------- page -----------------------","levu ni vakailesilesi vakadeitaki se levu ni vakailesilesi digitaki era sega ni daunilawa, e dodonu me veiraurau kei na ivotavota vakailavo e vakadonuya na palimedi."
legal,constitution,constitution|102(3),constitution - eng.txt,en,fj,en->fj,the judicial services commission may by written notice delegate its powers and authority under this section to the chief registrar. oath of office,na matabose veiqaravi ni mataveilewai e rawa ni vola vakaivola me soli na nona kaukauwa e virikotori ena tikina qo vua na vunivola levu ni mataveilewai. bubului
legal,constitution,constitution|102(3)(a),constitution - eng.txt,en,fj,en->fj,"holds, or has held a judicial office in fiji or in another country prescribed by law; or","taura tiko, se sa taura oti e dua na itutu ena mataveilewai e viti se vanuatani me vaka e virikotori ena lawa; se"
legal,constitution,constitution|102(3)(b),constitution - eng.txt,en,fj,en->fj,"has had not less than years post-admission practice as a legal practitioner in fiji or in another country prescribed by law, and has not been found guilty of any disciplinary proceeding involving legal practitioners whether in fiji or abroad, including any proceeding by the independent legal services commission or any proceeding under the law governing legal practitioners, barristers and solicitors prior to the establishment of the independent legal services commission. appointment of judges .—() the chief justice and the president of the court of appeal are appointed by the president on the advice of the prime minister following consultation by the prime minister with the attorney-general. ----------------------- page -----------------------","sega ni lailai mai na na yabaki na nona cakacaka vakadaunilawa e viti se vanuatani me vaka e virikotori ena lawa, ka sega ni se bau totogitaki ena cala vakalawa ni cakacaka vakadaunilawa e viti se vanuatani, oka tale ga kina na veilewai ena matabose vakalawa tuvakaikoya se dua na veilewai ena lawa e vauci ira na daunilawa, berisita kei na solisita ni sebera ni tauyavu na matabose vakalawa tuvakaikoya. digitaki ni daunilewa .—() na peresitedi e digitaka na navosavakadua kei na peresitedi ni mataveilewai ni rogokudru e na nona veivakasalataki na paraiminisita salamuria na nodrau veitalanoa na paraiminisita kei na vunilawa."
legal,constitution,constitution|102(3)(c),constitution - eng.txt,en,fj,en->fj,the permanent secretary responsible for justice;,na vunivola tudei ni tabacakacaka ni lawa;
legal,constitution,constitution|102(3)(d),constitution - eng.txt,en,fj,en->fj,a legal practitioner to be appointed by the president on the advice of the chief justice following consultation by the chief justice with the attorney- general and who—,e dua na daunilawa a digitaka na peresitedi ena nona ivakasala na navosavakadua salamuria na nodrau veitalanoa kei na vunilawa ka—
legal,constitution,constitution|102(3)(e),constitution - eng.txt,en,fj,en->fj,"a person, not being a legal practitioner, appointed by the president on the advice of the chief justice following consultation by the chief justice with the attorney-general.","e dua e sega ni daunilawa, ka digitaka na peresitedi ena ivakasala ni navosavakadua me salamuria na nodrau veitalanoa kei na vunilawa."
legal,constitution,constitution|102(3)(i),constitution - eng.txt,en,fj,en->fj,has not less than years post-admission practice; and,e sega ni lailai na na yabaki nona veiqaravi vakadaunilawa; kei na
legal,constitution,constitution|102(3)(i)(ii),constitution - eng.txt,en,fj,en->fj,"has not been found guilty of any disciplinary proceeding involving legal practitioners whether in fiji or abroad, including any proceeding by the independent legal services commission or any proceeding under the law governing legal practitioners, barristers and solicitors prior to the establishment of the independent legal services commission; and","sega ni se bau totogitaki ena cala vakalawa ni cakacaka vakadaunilawa e viti se vanuatani, oka tale ga kina na veilewai ena matabose vakalawa tuvakaikoya se dua na veilewai ena lawa e vauci ira na daunilawa, berisita kei na solisita ni sebera ni tauyavu na matabose vakalawa tuvakaikoya; kei na"
legal,constitution,constitution|102(4),constitution - eng.txt,en,fj,en->fj,"the president may, on the recommendation of the judicial services commission following consultation by it with the attorney-general, appoint a person to act as a judge of the high court during any period or during all periods, when an office of a judge of the high court is vacant or when a judge is absent from duty or from fiji or is, for any reason, unable to perform the functions of office.","na peresitedi me na digitaka e dua me taura vakatawa na itutu ni daunilewa ena mataveilewai e cake, mai na vakatutu ni matabose veiqaravi ni mataveilewai salamuria na ivakasala ni vunilawa, ena gauna e lala kina na itutu se ena gauna e yali se gole kina vakacakacaka i vanuatani na daunilewa, se ena dua na inaki e sega ni qarava rawa kina na nona itavi."
legal,constitution,constitution|102(5),constitution - eng.txt,en,fj,en->fj,"a person is not eligible to be appointed under subsection () unless he or she is qualified for appointment as a judge. other appointments .—() the judicial services commission has the authority to appoint magistrates, masters of the high court, the chief registrar, and other judicial officers as may be prescribed by any written law.","ena sega ni rawa ni digitaki e dua me vaka e virikotori ena wasetiki (), vakavo ke ganita me digitaki me daunilewa. veidigitaki tale e so .—() na matabose veiqaravi ni mataveilewai e tu vua na kaukauwa me digitaka na daunilewa ena mataveilewai e ra, masta ni mataveilewai e cake, vunivola levu ni mataveilewai e cake kei na so tale na vakailesilesi ni mataveilewai me vaka e virikotori ena lawa tabaki."
legal,constitution,constitution|102(6),constitution - eng.txt,en,fj,en->fj,the commission may regulate its own procedure and may make such rules and regulations as it deems fit for regulating and facilitating the performance of its functions.,"na matabose e rawa ni vakalawataka na nona ituvatuva ni veiqaravi, rawa tale ga ni vakadavora e so na lewa se lawasau e gadrevi ena kena cicivaki na kena itavi."
legal,constitution,constitution|102(7),constitution - eng.txt,en,fj,en->fj,the commission shall provide regular updates and advice to the attorney- general on any matter relating to the judiciary or the administration of justice.,na matabose me na solia wasoma na itukutuku kei na ivakasala vua na vunilawa me baleta na mataveilewai se na veiqaravi vakalawa.
legal,constitution,constitution|102(8),constitution - eng.txt,en,fj,en->fj,"in the performance of its functions or the exercise of its authority and powers, the commission shall be independent and shall not be subject to the direction or control of any person or authority, except by a court of law or as otherwise prescribed by written law. ----------------------- page -----------------------","ena kena qaravi na itavi se na kena cakacakataki na kaukauwa kei na lewa ni matabose, ena dodonu me na tuvakaikoya, kua ni rogoca se muria na nona lewa e dua tale, vakavo ke lewa ni mataveilewai se virikotori ena lawa tabaki. ----------------------- page -----------------------"
legal,constitution,constitution|102(9),constitution - eng.txt,en,fj,en->fj,"the secretary of the commission shall be the chief registrar, or any other person performing the functions of that office.",na vunivola levu ni mataveilewai e cake se e dua e qarava na itavi ni valenivolavola qo ena vunivola ni matabose.
legal,constitution,constitution|103,constitution - eng.txt,en,fj,en->fj,court rules and procedures,lawa kei na ivakarau ni mataveilewai
legal,constitution,constitution|104,constitution - eng.txt,en,fj,en->fj,judicial services commission,matabose veiqaravi ni mataveilewai
legal,constitution,constitution|105,constitution - eng.txt,en,fj,en->fj,qualification for appointment,veika me rawati ena veidigitaki
legal,constitution,constitution|106,constitution - eng.txt,en,fj,en->fj,appointment of judges,digitaki ni daunilewa
legal,constitution,constitution|107,constitution - eng.txt,en,fj,en->fj,other appointments,veidigitaki tale e so
legal,constitution,constitution|108,constitution - eng.txt,en,fj,en->fj,judicial department employees,vakailesilesi ena tabana ni mataveilewai
