domain,subdomain,source_id,source_doc,source_lang,target_lang,direction,source_text,target_text
medical,dementia_support,medical|dementia_support|eb8f945ed749,ocr_txt_bundle::dementia_support,en,fj,en->fj,A third of people with Alzheimer's have a close relative with dementia.,E rauta ni dua mai na lewe tolu vei ira na tauvi Alzheimers e tiko na wekadra voleka e tauvi dementia.
medical,dementia_support,medical|dementia_support|a22172a62257,ocr_txt_bundle::dementia_support,en,fj,en->fj,Dementia is not always inherited.,Na dementia e sega ni dau tubu ga ena kawa.
medical,dementia_support,medical|dementia_support|965bc8670003,ocr_txt_bundle::dementia_support,en,fj,en->fj,"If you find out you have dementia, help is available.","Kevaka o kila ni tauvi iko na dementia, e sa tu na veivuke vei iko."
medical,medical_misc,medical|medical_misc|8f3ad239d0c5,ocr_txt_bundle::medical_misc,en,fj,en->fj,"You can get information, medication, and support.","E rawa ni ko rawata na itukutuku, wainimate kei na veitokoni."
medical,covid_general,medical|covid_general|223c5bec35cd,ocr_txt_bundle::covid_general,en,fj,en->fj,"COVID-19 symptoms include cough, fever, runny nose, red eyes, and loss of taste or smell.","Na ivakatakilakila ni COVID-19 e oka kina na vuvu, katakata, savu ni ucu, wadadamu na mata, kei na sega ni vakila na ikanakana se boica."
medical,medical_misc,medical|medical_misc|856ad8352ca2,ocr_txt_bundle::medical_misc,en,fj,en->fj,"If you have difficulty breathing, go immediately to a health facility.","Kevaka o vakila ni leka nomu icegu, gole vakatotolo ki na vale ni bula voleka duadua."
medical,medical_misc,medical|medical_misc|acfeeb518b09,ocr_txt_bundle::medical_misc,en,fj,en->fj,Most people will recover at home without medical intervention.,E levu na tamata ena rawa ni bula vinaka ga e vale ka sega ni gadreva na qaravi vakavuniwai.
medical,medical_misc,medical|medical_misc|5648e1ecc161,ocr_txt_bundle::medical_misc,en,fj,en->fj,Workers with symptoms can get a medical certificate for 14 days of self-isolation.,O ira na tamata cakacaka e vakila na ivakatakilakila era rawa ni taura na ivola ni 14 na siga ni tiko vakatikitiki e vale.
medical,medical_misc,medical|medical_misc|4071f9626164,ocr_txt_bundle::medical_misc,en,fj,en->fj,Testing helps identify people at risk of severe illness.,Na veivakatovotovo e vukea na kena kilai o ira era beci vakalevu ni rawa ni tauvi mate bibi.
medical,screening_clinic,medical|screening_clinic|f85c886173ca,ocr_txt_bundle::screening_clinic,en,fj,en->fj,Screening clinics focus on high-risk groups.,Na screening clinic e vakatabakidua vei ira era tiko ena iwasewase ni rerevaki vakalevu.
medical,covid_general,medical|covid_general|c5cfdc1c22a7,ocr_txt_bundle::covid_general,en,fj,en->fj,Self-isolation helps prevent the spread of COVID-19 to others.,Na tiko vakatikitiki e vale e tarova na kena vakatetei na COVID-19 vei ira na tani.
medical,covid_general,medical|covid_general|bd002fed1377,ocr_txt_bundle::covid_general,en,fj,en->fj,Mika is the first case of COVID-19 in this household.,O Mika e imatai ni tauvimate ni COVID-19 ena nona matavuvale.
medical,medical_misc,medical|medical_misc|3711b4871312,ocr_txt_bundle::medical_misc,en,fj,en->fj,Everyone in the household starts self-isolating on the day Mika's symptoms start.,Na siga e laurai kina vei Mika na ivakatakilakila era sa tekivu tiko vakatikitiki kina na lewe ni matavuvale taucoko.
medical,screening_clinic,medical|screening_clinic|f8b392d6c58d,ocr_txt_bundle::screening_clinic,en,fj,en->fj,High-risk family members should visit a screening clinic and get tested.,O ira na lewe ni matavuvale e tiko ena iwasewase ni rerevaki vakalevu me ra gole ki na screening clinic mera qai vakatovotovotaki kina.
medical,medical_misc,medical|medical_misc|29ef49564dbb,ocr_txt_bundle::medical_misc,en,fj,en->fj,Stop isolating if you have completed 14 days and had no symptoms for at least 3 days.,Cava na tiko vakatikitiki kevaka sa oti na 14 na siga ka sega ni laurai e dua na ivakatakilakila me 3 na siga sa sivi.
medical,dementia_support,medical|dementia_support|3dc5d20301c4,ocr_txt_bundle::dementia_support,en,fj,en->fj,Dementia is different for everyone.,E duidui na kena vakilai na dementia vei ira na tamata yadua.
medical,medical_misc,medical|medical_misc|b656854db6f8,ocr_txt_bundle::medical_misc,en,fj,en->fj,Symptoms get worse as brain changes increase.,Na ivakatakilakila e qai ca vakamalua ni sa levu na veisau ena mona.
medical,dementia_support,medical|dementia_support|d20c052bcb5d,ocr_txt_bundle::dementia_support,en,fj,en->fj,Finding out early that you have dementia means you can get help sooner.,Na nomu kila taumada ni tauvi iko na dementia e kena ibalebale ni rawa ni vukei iko vakatotolo na kenadau.
medical,dementia_support,medical|dementia_support|acede4f93a7c,ocr_txt_bundle::dementia_support,en,fj,en->fj,Memory lapses alone do not mean you have dementia.,Na guiguileca duadua e sega ni kena ibalebale ni sa tauvi iko na dementia.
medical,dementia_support,medical|dementia_support|ffd903291b6f,ocr_txt_bundle::dementia_support,en,fj,en->fj,Changes in mood and behaviour can be a sign of dementia.,Na veisau ena ivakarau ni yalo kei na itovo e rawa ni ivakatakilakila ni dementia.
medical,medical_misc,medical|medical_misc|18682bda73ad,ocr_txt_bundle::medical_misc,en,fj,en->fj,Abnormal proteins build up in the brain in Alzheimer's disease.,E tubucake na protein vakatubu mate ena mona ena mate na Alzheimers.
medical,dementia_support,medical|dementia_support|ecacf55d077d,ocr_txt_bundle::dementia_support,en,fj,en->fj,The symptoms of vascular dementia can start suddenly after a stroke.,Na ivakatakilakila ni vascular dementia e rawa ni tekivu vakasauri ni oti e dua na stroke.
medical,dementia_support,medical|dementia_support|6d98b3725360,ocr_txt_bundle::dementia_support,en,fj,en->fj,"For concerns about a family history of dementia, talk to your doctor.","Kevaka ko leqataka na isema ni vuvale kei na dementia, vosa vua na nomu vuniwai."
medical,medical_misc,medical|medical_misc|b3de6a4e1567,ocr_txt_bundle::medical_misc,en,fj,en->fj,"Treatable conditions can cause memory lapses, confusion, and forgetfulness.","Na veika e rawa ni qaravi e rawa ni vakavuna na sega ni nanuma, veilecayaki kei na guiguileca."
medical,dementia_support,medical|dementia_support|6de1ff3dd7c6,ocr_txt_bundle::dementia_support,en,fj,en->fj,"If you are worried that you or someone you know may have dementia, talk to your healthcare provider.","Kevaka ko leqataka ni rawa ni tauvi iko se dua ko kila na dementia, vosa vua na nomu vuniwai se vakailesilesi ni tabana ni bula."
medical,dementia_support,medical|dementia_support|2cf78c8bc4f4,ocr_txt_bundle::dementia_support,en,fj,en->fj,Alzheimers New Zealand has many resources about dementia.,E tu e Alzheimers New Zealand e vuqa na itukutuku me baleta na dementia.
medical,medical_misc,medical|medical_misc|568634bf001e,ocr_txt_bundle::medical_misc,en,fj,en->fj,These resources can answer many questions you may have.,Na itukutuku oqori e rawa ni sauma e vuqa na taro e tiko vei iko.
medical,dementia_support,medical|dementia_support|b5821322e8f4,ocr_txt_bundle::dementia_support,en,fj,en->fj,The booklet About Dementia is a guide for people diagnosed with dementia.,Na ivola About Dementia e dua na idusidusi vei ira era sa kilai ni tauvi ira na dementia.
medical,dementia_support,medical|dementia_support|1a3f3e83fb56,ocr_txt_bundle::dementia_support,en,fj,en->fj,The booklet explains early warning signs and diagnosis of dementia.,Na ivola e vakamacalataka na ivakatakilakila taumada kei na kena vakadeitaki na dementia.
medical,medical_misc,medical|medical_misc|bef554251daf,ocr_txt_bundle::medical_misc,en,fj,en->fj,The booklet covers brain health and risk reduction.,E vakamacalataki talega ena ivola na bulabula ni mona kei na kena vakalailaitaki na vakatarausui ni mate.
medical,medical_misc,medical|medical_misc|a84e70d25382,ocr_txt_bundle::medical_misc,en,fj,en->fj,The booklet explains what support is available.,Na ivola e vakaraitaka na mataqali veitokoni e sa tu.
medical,medical_misc,medical|medical_misc|2efe9a2adb9e,ocr_txt_bundle::medical_misc,en,fj,en->fj,The booklet encourages future planning.,Na ivola e uqeta na kena caka na ituvatuva me baleta na veigauna mai muri.
medical,covid_general,medical|covid_general|c7cb07dc0798,ocr_txt_bundle::covid_general,en,fj,en->fj,COVID-19 testing is targeted to people at high risk of severe illness.,Na veivakatovotovo ni COVID-19 e vakatabakidua vei ira era tiko ena iwasewase ni rawa ni tauvi mate bibi.
medical,covid_general,medical|covid_general|51b9b001494d,ocr_txt_bundle::covid_general,en,fj,en->fj,Testing helps identify and treat people at risk of severe COVID-19.,Na veivakatovotovo e vukea na kena kilai ka qaravi o ira era beci vakalevu ni rawa ni tauvi COVID-19 bibi.
medical,screening_clinic,medical|screening_clinic|0a6c12c4f4b0,ocr_txt_bundle::screening_clinic,en,fj,en->fj,"If you have mild COVID-19 symptoms and are over 50, you should visit a screening clinic.","Kevaka o sivia na 50 na yabaki ka vakila na ivakatakilakila lailai ni COVID-19, o dodonu mo gole ki na screening clinic."
medical,medical_misc,medical|medical_misc|b9021935bfd3,ocr_txt_bundle::medical_misc,en,fj,en->fj,"If you have diabetes, heart disease, kidney disease, asthma, or are obese, you are at higher risk.","Kevaka o tauvi mate ni suka, mate ni uto, mate ni ivi, dau cegu oca se levulevu sivia, o tiko ena iwasewase ni rerevaki vakalevu."
medical,covid_general,medical|covid_general|62c95f637ad0,ocr_txt_bundle::covid_general,en,fj,en->fj,Pregnant people with COVID-19 symptoms should be tested.,O ira na bukete tiko ka vakila na ivakatakilakila ni COVID-19 me ra vakatovotovotaki.
medical,covid_general,medical|covid_general|40d0de8e8d48,ocr_txt_bundle::covid_general,en,fj,en->fj,"If you test positive, health teams will provide immediate care.","Kevaka e vakadeitaki ni sa tauvi iko na COVID-19, ena qaravi iko vakatotolo na timi ni Tabana ni Bula."
medical,medical_misc,medical|medical_misc|89ff420f7c31,ocr_txt_bundle::medical_misc,en,fj,en->fj,"If you have mild symptoms and are not high risk, you may not need a test.","Kevaka e lailai ga na ivakatakilakila ka sega ni tiko ena iwasewase ni rerevaki vakalevu, e rawa ni sega ni gadrevi na veivakatovotovo."
medical,covid_general,medical|covid_general|d6109d017e80,ocr_txt_bundle::covid_general,en,fj,en->fj,Most people with mild COVID-19 will fully recover at home.,E levu era tauvi COVID-19 lailai era na bula vinaka taucoko ga e vale.
medical,covid_general,medical|covid_general|4dab702c3893,ocr_txt_bundle::covid_general,en,fj,en->fj,You should isolate from your family members if you have COVID-19 symptoms.,"Kevaka o vakila na ivakatakilakila ni COVID-19, o dodonu mo vakayawaki iko mai vei ira na nomu lewe ni matavuvale."
medical,medical_misc,medical|medical_misc|e59413ae34de,ocr_txt_bundle::medical_misc,en,fj,en->fj,Monitor your symptoms closely while you are at home.,"Ni o tiko e vale, vakaraica vakavinaka nodrau veisau na nomu ivakatakilakila."
medical,covid_general,medical|covid_general|2d7d783ab76e,ocr_txt_bundle::covid_general,en,fj,en->fj,"If your symptoms become severe, go immediately to a dedicated health facility.","Kevaka sa bibi na ivakatakilakila, gole vakatotolo ki na vale ni bula e qarava vakatabakidua na COVID-19."
medical,screening_clinic,medical|screening_clinic|0f7ef7295d23,ocr_txt_bundle::screening_clinic,en,fj,en->fj,Workers with symptoms can attend a screening clinic to obtain a medical certificate.,O ira na tamata cakacaka e vakila na ivakatakilakila era rawa ni gole ki na screening clinic mera taura kina na ivola ni tauvimate.
medical,medical_misc,medical|medical_misc|983a2ced9ae5,ocr_txt_bundle::medical_misc,en,fj,en->fj,A medical certificate can provide 14 days of self-isolation at home.,Na ivola ni tauvimate e rawa ni solia na 14 na siga ni tiko vakatikitiki e vale.
medical,medical_misc,medical|medical_misc|1a19128e35a7,ocr_txt_bundle::medical_misc,en,fj,en->fj,Private doctors approved by the Ministry can also provide medical certificates for self-isolation.,Na vuniwai taucoko era sa vakadonuya na matanitu e rawa tale ga ni solia na ivola ni tiko vakatikitiki e vale.
medical,covid_general,medical|covid_general|2e5dfdcc3e38,ocr_txt_bundle::covid_general,en,fj,en->fj,"If you have diabetes, you are at higher risk of severe COVID-19.","Kevaka o tauvi mate ni suka, o tiko ena iwasewase ni rerevaki vakalevu ni COVID-19."
medical,screening_clinic,medical|screening_clinic|5ac18dbf7c75,ocr_txt_bundle::screening_clinic,en,fj,en->fj,"If you have diabetes and COVID-19 symptoms, visit a screening clinic immediately.","Kevaka o tauvi mate ni suka ka vakila na ivakatakilakila ni COVID-19, gole vakatotolo ki na screening clinic."
medical,covid_general,medical|covid_general|e729b7c2b694,ocr_txt_bundle::covid_general,en,fj,en->fj,People with diabetes should monitor their symptoms closely during COVID-19.,Ira era tauvi mate ni suka me ra vakaraica vakavinaka na nodrau ivakatakilakila ni COVID-19.
medical,covid_general,medical|covid_general|0e68296ea8ec,ocr_txt_bundle::covid_general,en,fj,en->fj,"If you have heart disease, you are at higher risk of severe COVID-19.","Kevaka o tauvi mate ni uto, o tiko ena iwasewase ni rerevaki vakalevu ni COVID-19."
medical,screening_clinic,medical|screening_clinic|3fea277ceaf3,ocr_txt_bundle::screening_clinic,en,fj,en->fj,"If you have heart disease and COVID-19 symptoms, visit a screening clinic immediately.","Kevaka o tauvi mate ni uto ka vakila na ivakatakilakila ni COVID-19, gole vakatotolo ki na screening clinic."
medical,covid_general,medical|covid_general|08da5bf899dd,ocr_txt_bundle::covid_general,en,fj,en->fj,People with heart disease should monitor their symptoms closely during COVID-19.,Ira era tauvi mate ni uto me ra vakaraica vakavinaka na nodrau ivakatakilakila ni COVID-19.
medical,covid_general,medical|covid_general|cdfc814a26a3,ocr_txt_bundle::covid_general,en,fj,en->fj,"If you have kidney disease, you are at higher risk of severe COVID-19.","Kevaka o tauvi mate ni ivi, o tiko ena iwasewase ni rerevaki vakalevu ni COVID-19."
medical,screening_clinic,medical|screening_clinic|9e1adda59de0,ocr_txt_bundle::screening_clinic,en,fj,en->fj,"If you have kidney disease and COVID-19 symptoms, visit a screening clinic immediately.","Kevaka o tauvi mate ni ivi ka vakila na ivakatakilakila ni COVID-19, gole vakatotolo ki na screening clinic."
medical,covid_general,medical|covid_general|3e39e191328c,ocr_txt_bundle::covid_general,en,fj,en->fj,People with kidney disease should monitor their symptoms closely during COVID-19.,Ira era tauvi mate ni ivi me ra vakaraica vakavinaka na nodrau ivakatakilakila ni COVID-19.
medical,covid_general,medical|covid_general|ee59c847bb55,ocr_txt_bundle::covid_general,en,fj,en->fj,"If you have asthma, you are at higher risk of severe COVID-19.","Kevaka o tauvi dau cegu oca, o tiko ena iwasewase ni rerevaki vakalevu ni COVID-19."
medical,screening_clinic,medical|screening_clinic|eac1a008fcc9,ocr_txt_bundle::screening_clinic,en,fj,en->fj,"If you have asthma and COVID-19 symptoms, visit a screening clinic immediately.","Kevaka o tauvi dau cegu oca ka vakila na ivakatakilakila ni COVID-19, gole vakatotolo ki na screening clinic."
medical,covid_general,medical|covid_general|08f7a4387eed,ocr_txt_bundle::covid_general,en,fj,en->fj,People with asthma should monitor their symptoms closely during COVID-19.,Ira era tauvi dau cegu oca me ra vakaraica vakavinaka na nodrau ivakatakilakila ni COVID-19.
medical,covid_general,medical|covid_general|697dd2862ab8,ocr_txt_bundle::covid_general,en,fj,en->fj,"If you have obesity, you are at higher risk of severe COVID-19.","Kevaka o tauvi levulevu sivia, o tiko ena iwasewase ni rerevaki vakalevu ni COVID-19."
medical,screening_clinic,medical|screening_clinic|0b6a0efa3e6f,ocr_txt_bundle::screening_clinic,en,fj,en->fj,"If you have obesity and COVID-19 symptoms, visit a screening clinic immediately.","Kevaka o tauvi levulevu sivia ka vakila na ivakatakilakila ni COVID-19, gole vakatotolo ki na screening clinic."
medical,covid_general,medical|covid_general|95657c667ee7,ocr_txt_bundle::covid_general,en,fj,en->fj,People with obesity should monitor their symptoms closely during COVID-19.,Ira era tauvi levulevu sivia me ra vakaraica vakavinaka na nodrau ivakatakilakila ni COVID-19.
medical,covid_general,medical|covid_general|a64decbbac56,ocr_txt_bundle::covid_general,en,fj,en->fj,People over 50 years of age are at higher risk of severe COVID-19.,O ira na sivia na 50 na yabaki e ra beci vakalevu ena COVID-19 bibi.
medical,covid_general,medical|covid_general|3de026d1f8f5,ocr_txt_bundle::covid_general,en,fj,en->fj,"If you are over 50 and have COVID-19 symptoms, seek medical care.","Kevaka o sivia na 50 na yabaki ka vakila na ivakatakilakila ni COVID-19, qarai vakatotolo na veivuke vakavuniwai."
medical,covid_general,medical|covid_general|8dc57042917b,ocr_txt_bundle::covid_general,en,fj,en->fj,People over 60 years of age are at higher risk of severe COVID-19.,O ira na sivia na 60 na yabaki e ra beci vakalevu ena COVID-19 bibi.
medical,covid_general,medical|covid_general|81958f3d2a0f,ocr_txt_bundle::covid_general,en,fj,en->fj,"If you are over 60 and have COVID-19 symptoms, seek medical care.","Kevaka o sivia na 60 na yabaki ka vakila na ivakatakilakila ni COVID-19, qarai vakatotolo na veivuke vakavuniwai."
medical,covid_general,medical|covid_general|9c442a4e8bb3,ocr_txt_bundle::covid_general,en,fj,en->fj,People over 70 years of age are at higher risk of severe COVID-19.,O ira na sivia na 70 na yabaki e ra beci vakalevu ena COVID-19 bibi.
medical,covid_general,medical|covid_general|9006cda98d76,ocr_txt_bundle::covid_general,en,fj,en->fj,"If you are over 70 and have COVID-19 symptoms, seek medical care.","Kevaka o sivia na 70 na yabaki ka vakila na ivakatakilakila ni COVID-19, qarai vakatotolo na veivuke vakavuniwai."
medical,medical_misc,medical|medical_misc|daf98b0974f8,ocr_txt_bundle::medical_misc,en,fj,en->fj,Seek immediate medical treatment.,Qarai vakatotolo na veivuke vakavuniwai.
medical,covid_general,medical|covid_general|b7a543abdd2c,ocr_txt_bundle::covid_general,en,fj,en->fj,Designated COVID-19 facilities are available.,E tu na valenibula e qarava vakatabakidua na COVID-19.
medical,medical_misc,medical|medical_misc|9c813898e855,ocr_txt_bundle::medical_misc,en,fj,en->fj,Symptoms may include fever.,Na ivakatakilakila e rawa ni oka kina na katakata.
medical,medical_misc,medical|medical_misc|8c91a335976b,ocr_txt_bundle::medical_misc,en,fj,en->fj,Visit your nearest health centre.,Gole ki na vale ni bula voleka taudua.
medical,medical_misc,medical|medical_misc|9a4e210ef315,ocr_txt_bundle::medical_misc,en,fj,en->fj,Wash your hands often.,Savata wasoma na ligamu.
medical,medical_misc,medical|medical_misc|98b225bb94c5,ocr_txt_bundle::medical_misc,en,fj,en->fj,Wear a face mask.,Tokara na iubinigosu kei na ucu.
medical,medical_misc,medical|medical_misc|919fcc415bf0,ocr_txt_bundle::medical_misc,en,fj,en->fj,Keep two metres distance.,Veiyawaki me rua na mita.
medical,medical_misc,medical|medical_misc|e28709ac7521,ocr_txt_bundle::medical_misc,en,fj,en->fj,Stay home if you feel unwell.,Tiko ga e vale kevaka o sega ni bula vinaka.
medical,medical_misc,medical|medical_misc|bd03ce544cc6,ocr_txt_bundle::medical_misc,en,fj,en->fj,Monitor high-risk individuals closely.,Vakaraica vakavinaka o ira era tiko ena iwasewase ni rerevaki vakalevu.
medical,medical_misc,medical|medical_misc|dd627a8cb6ef,ocr_txt_bundle::medical_misc,en,fj,en->fj,Isolate household contacts.,Vakatikitiki na lewe ni matavuvale era dau veikilitaki voleka.
medical,medical_misc,medical|medical_misc|a892624020dc,ocr_txt_bundle::medical_misc,en,fj,en->fj,Symptoms may worsen over time.,E rawa ni ca vakamalua na ivakatakilakila.
medical,medical_misc,medical|medical_misc|4080923b22f1,ocr_txt_bundle::medical_misc,en,fj,en->fj,Memory problems can be early signs.,Na leqa ni nanumi e rawa ni ivakatakilakila taumada.
medical,medical_misc,medical|medical_misc|ac760e4b9607,ocr_txt_bundle::medical_misc,en,fj,en->fj,Language difficulties may occur.,E rawa ni laurai na leqa ena vosa.
medical,medical_misc,medical|medical_misc|f77a12cc32ce,ocr_txt_bundle::medical_misc,en,fj,en->fj,Regular tasks may become harder.,Na cakacaka wasoma e rawa ni vakaleqai ka dredre me caka.
medical,medical_misc,medical|medical_misc|eb7f82f8cc66,ocr_txt_bundle::medical_misc,en,fj,en->fj,Mood changes are common.,Na veisau ni yalo e dau yaco vakawasoma.
medical,medical_misc,medical|medical_misc|b8db56078cea,ocr_txt_bundle::medical_misc,en,fj,en->fj,Seek help if confused.,Qarai veivuke kevaka o veilecayaki.
medical,dementia_support,medical|dementia_support|921c44571d95,ocr_txt_bundle::dementia_support,en,fj,en->fj,Stroke can trigger vascular dementia.,Na stroke e rawa ni vakavuna na vascular dementia.
medical,medical_misc,medical|medical_misc|bc872bea6818,ocr_txt_bundle::medical_misc,en,fj,en->fj,Testing helps detect early infection.,Na veivakatovotovo e vukea na kena kilai taumada na tauvimate.
medical,medical_misc,medical|medical_misc|b7a691d4f2af,ocr_txt_bundle::medical_misc,en,fj,en->fj,Mild symptoms do not always require testing.,Na ivakatakilakila lailai e sega ni dau gadreva na veivakatovotovo.
medical,medical_misc,medical|medical_misc|55b18dd0c23d,ocr_txt_bundle::medical_misc,en,fj,en->fj,Private doctors can issue certificates.,Na vuniwai taucoko e rawa ni solia na ivola ni tauvimate.
medical,medical_misc,medical|medical_misc|30c7ae2e4e4c,ocr_txt_bundle::medical_misc,en,fj,en->fj,Red eyes may appear.,E rawa ni wadadamu na mata.
medical,medical_misc,medical|medical_misc|ee57229c5a9b,ocr_txt_bundle::medical_misc,en,fj,en->fj,Nasal congestion is common.,E dau coka na ucu.
medical,medical_misc,medical|medical_misc|25fbf17958e2,ocr_txt_bundle::medical_misc,en,fj,en->fj,Loss of taste may occur.,E rawa ni sega ni vakila na ikanakana.
medical,medical_misc,medical|medical_misc|6a238be7eeb7,ocr_txt_bundle::medical_misc,en,fj,en->fj,Fatigue may be a symptom.,Na oca e rawa ni ivakatakilakila ni mate.
medical,medical_misc,medical|medical_misc|6d4b8a329e99,ocr_txt_bundle::medical_misc,en,fj,en->fj,Health teams will assist you.,Na timi ni Tabana ni Bula ena vukei iko.
medical,medical_misc,medical|medical_misc|0c9e8f46c784,ocr_txt_bundle::medical_misc,en,fj,en->fj,Stay isolated until cleared.,Tiko vakatikitiki me yacova na gauna e vakadonuya kina na Tabana ni Bula mo cava.
medical,medical_misc,medical|medical_misc|0adfd109721a,ocr_txt_bundle::medical_misc,en,fj,en->fj,Return for follow-up if symptoms change.,Vakasuka tale me laurai kevaka e veisau na ivakatakilakila.
medical,medical_misc,medical|medical_misc|5acd862171fd,ocr_txt_bundle::medical_misc,en,fj,en->fj,Call 165 for transport assistance.,Qirita na 165 kevaka o gadreva na veivuke ni veivakaleleci.
medical,screening_clinic,medical|screening_clinic|6bfffac21b49,ocr_txt_bundle::screening_clinic,en,fj,en->fj,Screening clinics operate daily.,E dolavi wasoma na screening clinic ena veisiga.
medical,covid_general,medical|covid_general|2e65e0e75fd2,ocr_txt_bundle::covid_general,en,fj,en->fj,Chronic illnesses increase COVID-19 risk.,Na mate vakadua e vakalevutaka na kena beci na COVID-19.
medical,medical_misc,medical|medical_misc|e355702f6c6e,ocr_txt_bundle::medical_misc,en,fj,en->fj,Older adults are more vulnerable.,O ira na qase e ra beci vakalevu ena mate oqo.
medical,medical_misc,medical|medical_misc|31a71947dda8,ocr_txt_bundle::medical_misc,en,fj,en->fj,Early diagnosis improves care.,Na kilai taumada e vakavinakataka na kena qaravi.
medical,medical_misc,medical|medical_misc|68d08fbca750,ocr_txt_bundle::medical_misc,en,fj,en->fj,Resources are available online.,E tu ena initaneti na itukutuku kei na veitokoni.
medical,medical_misc,medical|medical_misc|e23afd13c4b9,ocr_txt_bundle::medical_misc,en,fj,en->fj,Support lines are open.,E dolavi tiko na laini ni veitokoni.
