domain,subdomain,source_id,source_doc,source_lang,target_lang,direction,source_text,target_text
definition,definition,definition|000273,definition.xlsx::Sheet1,en,fj,en->fj,cabbage,kaveti
definition,definition,definition|000274,definition.xlsx::Sheet1,en,fj,en->fj,"broken (glass, china)",kavoro
definition,definition,definition|000275,definition.xlsx::Sheet1,en,fj,en->fj,if,"ke, kevaka"
definition,definition,definition|000276,definition.xlsx::Sheet1,en,fj,en->fj,here,"ke, oqo"
definition,definition,definition|000277,definition.xlsx::Sheet1,en,fj,en->fj,there,"kea, keya"
definition,definition,definition|000278,definition.xlsx::Sheet1,en,fj,en->fj,camp (n - army),keba
definition,definition,definition|000279,definition.xlsx::Sheet1,en,fj,en->fj,all,"kece, taucoko"
definition,definition,definition|000280,definition.xlsx::Sheet1,en,fj,en->fj,"with, and",kei
definition,definition,definition|000281,definition.xlsx::Sheet1,en,fj,en->fj,and,"kei, ka, ia"
definition,definition,definition|000282,definition.xlsx::Sheet1,en,fj,en->fj,and,"kei, qai"
definition,definition,definition|000283,definition.xlsx::Sheet1,en,fj,en->fj,cake,keke
definition,definition,definition|000284,definition.xlsx::Sheet1,en,fj,en->fj,biscuit,"keke, bisikete"
definition,definition,definition|000285,definition.xlsx::Sheet1,en,fj,en->fj,"arrive, come to a stop",kele
definition,definition,definition|000286,definition.xlsx::Sheet1,en,fj,en->fj,chemist (pharmacy),kemesi
definition,definition,definition|000287,definition.xlsx::Sheet1,en,fj,en->fj,you,kemuni
definition,definition,definition|000288,definition.xlsx::Sheet1,en,fj,en->fj,advantage,kena vinaka
definition,definition,definition|000289,definition.xlsx::Sheet1,en,fj,en->fj,request,kere.kere
definition,definition,definition|000290,definition.xlsx::Sheet1,en,fj,en->fj,ask for,kere-a
definition,definition,definition|000291,definition.xlsx::Sheet1,en,fj,en->fj,borrow,"kerea, vakayagataka"
definition,definition,definition|000292,definition.xlsx::Sheet1,en,fj,en->fj,"beg, to",kerekere
definition,definition,definition|000293,definition.xlsx::Sheet1,en,fj,en->fj,there,"keri, kea , oya, oqori"
definition,definition,definition|000294,definition.xlsx::Sheet1,en,fj,en->fj,stomach,kete
definition,definition,definition|000295,definition.xlsx::Sheet1,en,fj,en->fj,abdomen,kete-na
definition,definition,definition|000296,definition.xlsx::Sheet1,en,fj,en->fj,carry baby in arms,keve-ta
definition,definition,definition|000297,definition.xlsx::Sheet1,en,fj,en->fj,"to, towards",ki
definition,definition,definition|000298,definition.xlsx::Sheet1,en,fj,en->fj,know,kila
definition,definition,definition|000299,definition.xlsx::Sheet1,en,fj,en->fj,certain,kila sara ga
definition,definition,definition|000300,definition.xlsx::Sheet1,en,fj,en->fj,bark (v),kodro
definition,definition,definition|000301,definition.xlsx::Sheet1,en,fj,en->fj,dog,koli
definition,definition,definition|000302,definition.xlsx::Sheet1,en,fj,en->fj,village,koro
definition,definition,definition|000303,definition.xlsx::Sheet1,en,fj,en->fj,school,koro ni vuli
definition,definition,definition|000304,definition.xlsx::Sheet1,en,fj,en->fj,capital,koroturaga
definition,definition,definition|000305,definition.xlsx::Sheet1,en,fj,en->fj,she,koya
definition,definition,definition|000306,definition.xlsx::Sheet1,en,fj,en->fj,he,koya
definition,definition,definition|000307,definition.xlsx::Sheet1,en,fj,en->fj,"rd person singular, ""he"", ""she""",koya
